V160001_orig,p_trump,p_clinton,V162062x,V161310x,V162174,V161126,V161158x,V161244,V161267,V161342,V162256,V162125x,V161010d
300917,0.114346358,0.885653642,4,1,1,4,3,1,39,2,2,2,20
300920,0.45613001,0.54386999,1,2,1,4,4,1,46,1,2,1,47
300921,0.658627438,0.341372562,1,1,1,5,2,1,61,1,2,1,18
300924,0.033233058,0.966766942,1,2,1,3,1,1,40,2,2,1,37
300925,0.725919495,0.274080505,2,1,1,7,6,2,40,1,1,2,37
300926,0.076208361,0.923791639,1,3,1,3,2,1,31,2,2,2,39
300927,0.412668035,0.587331965,-2,1,2,99,1,1,66,2,4,1,18
300928,0.380848845,0.619151155,2,1,1,5,6,1,48,1,2,2,24
300930,0.173976579,0.826023421,1,2,1,5,2,1,59,1,2,1,37
300931,0.030589306,0.969410694,-2,5,1,4,1,1,58,1,3,4,6
300935,0.007224207,0.992775793,1,1,1,1,3,2,37,2,1,5,6
300937,0.475681274,0.524318726,2,1,1,5,6,2,34,1,2,1,6
300940,0.045928708,0.954071292,1,1,1,2,3,1,36,1,1,2,37
300947,0.944789978,0.055210022,2,1,1,6,5,1,41,1,1,1,5
300953,0.028865671,0.971134329,1,2,1,99,1,1,58,2,1,2,28
300956,0.932317061,0.067682939,2,1,1,6,6,1,21,1,2,1,16
300963,0.053415168,0.946584832,1,1,1,99,1,1,35,-9,3,2,12
300968,0.217982302,0.782017698,1,1,1,3,1,1,75,1,1,1,42
300970,0.984565506,0.015434494,2,1,1,6,7,1,88,1,2,1,16
300973,0.054412596,0.945587404,1,2,1,4,1,1,50,2,2,1,45
300976,0.018005605,0.981994395,3,1,1,4,3,1,38,2,1,2,24
300977,0.837708697,0.162291303,2,1,1,5,5,2,63,1,1,1,12
300979,0.953119044,0.046880956,2,1,1,5,7,1,47,2,1,1,37
300982,0.343092134,0.656907866,-2,1,1,5,5,1,32,1,3,2,8
300983,0.824783067,0.175216933,2,3,1,6,5,1,-9,1,2,1,34
300991,0.817402439,0.182597561,2,1,1,4,7,2,59,2,2,1,4
300994,0.638193804,0.361806196,2,1,2,4,6,1,79,-9,2,1,39
301000,0.021807038,0.978192962,-2,3,1,3,3,1,37,2,2,2,6
301006,0.017161989,0.982838011,1,2,1,2,1,1,76,2,1,4,37
301007,0.972867543,0.027132457,2,1,1,6,7,1,48,2,2,1,48
301008,0.073849864,0.926150136,1,6,1,99,1,1,66,2,1,1,28
301010,0.983115399,0.016884601,2,1,1,6,7,1,54,1,2,1,13
301011,0.374812565,0.625187435,2,1,2,99,5,2,60,2,3,2,8
301014,0.610931378,0.389068622,2,1,2,99,6,1,26,1,2,1,34
301018,0.582085449,0.417914551,2,1,1,4,5,2,66,2,2,1,34
301019,0.023529356,0.976470644,1,5,1,99,1,2,42,2,2,1,8
301020,0.083281995,0.916718005,1,5,1,2,2,2,33,2,3,3,20
301023,0.685444637,0.314555363,2,1,1,4,6,2,21,1,2,1,20
301024,0.929602525,0.070397475,2,1,1,5,5,1,47,1,2,1,47
301026,0.017808407,0.982191593,1,1,1,2,2,2,52,2,2,4,53
301028,0.168426093,0.831573907,1,5,2,5,2,2,52,1,1,1,8
301030,0.240110969,0.759889031,-2,5,1,3,3,1,35,1,2,3,47
301033,0.839167538,0.160832462,2,1,1,4,5,2,55,1,2,1,33
301034,0.052350362,0.947649638,1,1,1,3,3,2,61,2,2,1,34
301043,0.050361931,0.949638069,1,5,1,6,3,1,54,1,2,4,8
301045,0.376514255,0.623485745,1,1,1,99,4,1,36,2,3,1,8
301047,0.97964598,0.02035402,2,1,1,99,7,1,57,2,2,1,39
301049,0.92992168,0.07007832,2,1,2,99,7,2,82,1,3,1,4
301052,0.068584299,0.931415701,1,1,1,99,1,2,72,1,2,2,20
301056,0.058026295,0.941973705,-2,5,-6,4,2,2,56,2,-6,-6,6
301059,0.168962381,0.831037619,1,6,1,4,3,1,80,1,1,1,39
301060,0.189350869,0.810649131,1,5,1,6,1,1,52,1,2,2,42
301061,0.631532696,0.368467304,2,5,1,4,5,1,21,2,2,1,48
301064,0.096113805,0.903886195,-2,1,2,4,2,-8,28,1,4,4,8
301065,0.178051045,0.821948955,-2,5,2,99,4,2,20,2,3,5,6
301068,0.411361377,0.588638623,-2,1,1,2,6,1,55,1,2,2,40
301070,0.132915629,0.867084371,1,1,1,5,2,1,47,2,2,1,9
301071,0.88611169,0.11388831,-2,1,-6,7,7,2,85,2,-6,-6,5
301073,0.031104637,0.968895363,1,1,1,99,1,1,73,2,2,1,34
301075,0.127689631,0.872310369,-2,1,-6,99,3,1,27,2,-6,-6,42
301081,0.482645924,0.517354076,2,1,1,99,2,1,41,2,3,1,48
301086,0.704919718,0.295080282,2,1,1,6,6,1,27,1,3,2,13
301087,0.27581532,0.72418468,-2,1,2,99,3,1,75,1,3,2,39
301089,0.068756783,0.931243217,1,1,2,2,3,1,45,2,2,1,5
301093,0.939586088,0.060413912,-2,1,-6,5,7,1,66,1,-6,-6,4
301094,0.975479385,0.024520615,2,1,1,6,7,1,51,1,1,1,35
301096,0.679259751,0.320740249,-2,1,-6,4,2,1,58,1,-6,-6,40
301100,0.948361244,0.051638756,-2,1,1,6,5,2,34,1,1,1,16
301101,0.947235963,0.052764037,2,6,1,7,7,1,80,1,1,1,35
301103,0.956303309,0.043696691,-2,6,-6,7,5,1,26,1,-6,-6,37
301105,0.896104422,0.103895578,2,1,1,99,5,1,48,2,3,1,47
301108,0.813657099,0.186342901,2,1,1,6,5,1,35,2,3,1,51
301110,0.700713242,0.299286758,2,1,1,99,5,2,76,2,3,1,27
301111,0.209660306,0.790339694,-2,3,1,5,5,2,33,2,3,2,6
301116,0.935186901,0.064813099,2,1,1,6,7,1,48,2,4,1,47
301117,0.586953622,0.413046378,4,1,1,99,4,1,29,1,3,2,20
301119,0.024051356,0.975948644,1,5,1,3,1,1,67,2,2,1,6
301121,0.88881312,0.11118688,2,1,1,4,5,1,39,1,2,1,16
301122,0.920643202,0.079356798,2,1,1,5,7,1,27,1,2,1,25
301125,0.864623064,0.135376936,2,1,1,6,5,1,71,1,3,2,37
301129,0.485703717,0.514296283,1,1,1,99,2,1,42,2,4,1,20
301130,0.019845695,0.980154305,1,1,1,2,2,1,36,2,2,4,36
301131,0.266740532,0.733259468,1,5,1,4,5,1,53,2,4,1,8
301134,0.114336947,0.885663053,-2,5,1,99,3,1,21,2,3,4,48
301135,0.024329215,0.975670785,1,1,1,2,1,2,35,1,1,1,6
301139,0.557260519,0.442739481,1,1,2,4,2,1,66,2,3,1,42
301141,0.973851401,0.026148599,2,1,1,6,7,1,49,2,2,1,20
301143,0.281371718,0.718628282,1,5,1,99,2,2,68,2,3,1,42
301144,0.97262014,0.02737986,2,5,1,6,7,2,63,1,1,1,16
301145,0.971752955,0.028247045,2,1,1,7,7,1,88,2,2,1,48
301146,0.75942015,0.24057985,-2,1,1,3,6,1,23,1,3,1,16
301147,0.029427333,0.970572667,-2,3,-6,4,1,2,71,2,-6,-6,34
301148,0.378816818,0.621183182,-2,1,1,-9,4,1,-9,1,4,4,35
301149,0.119743808,0.880256192,-2,5,-6,99,3,2,20,1,-6,-6,48
301150,0.156003834,0.843996166,-2,2,-6,99,3,1,55,1,-6,-6,37
301155,0.733334137,0.266665863,-2,5,2,7,6,1,65,1,4,1,6
301156,0.828445166,0.171554834,-2,1,2,5,5,1,27,2,3,1,42
301158,0.846394056,0.153605944,2,6,1,4,7,1,69,2,2,1,48
301160,0.026597566,0.973402434,1,2,1,99,3,2,26,2,2,7,8
301162,0.253881993,0.746118007,-2,1,-6,99,3,2,65,1,-6,-6,33
301164,0.954747908,0.045252092,-2,1,-6,6,7,1,66,2,-6,-6,28
301166,0.232585578,0.767414422,3,1,1,3,6,2,42,2,2,1,24
301167,0.882064188,0.117935812,2,1,1,6,5,2,74,1,1,1,9
301169,0.110968185,0.889031815,-2,3,1,5,4,1,26,2,3,2,6
301170,0.040671227,0.959328773,-2,1,-6,3,3,2,40,2,-6,-6,4
301171,0.950177115,0.049822885,2,1,1,6,7,1,81,2,1,1,12
301173,0.824403208,0.175596792,2,1,1,99,5,1,49,2,1,1,53
301176,0.988933536,0.011066464,2,1,1,6,7,1,59,1,2,1,18
301184,0.119960724,0.880039276,1,1,1,3,2,1,42,2,1,1,17
301185,0.219608478,0.780391522,-2,5,2,99,4,2,34,1,4,4,8
301187,0.053603642,0.946396358,1,1,1,4,3,2,46,2,2,4,55
301189,0.909583228,0.090416772,3,1,1,5,5,1,36,1,1,1,37
301190,0.773094893,0.226905107,2,1,1,5,5,2,63,1,2,1,17
301193,0.02790718,0.97209282,-2,1,2,99,3,2,45,2,2,2,25
301194,0.251478528,0.748521472,-2,5,1,4,2,1,-9,2,2,1,42
301195,0.297247198,0.702752802,-2,1,-6,5,6,1,71,2,-6,-6,35
301200,0.641884684,0.358115316,1,1,2,99,4,2,73,2,2,1,26
301201,0.950831534,0.049168466,2,1,2,99,7,1,83,2,1,1,47
301208,0.930831898,0.069168102,-2,1,-6,99,7,1,40,2,-6,-6,20
301211,0.870706881,0.129293119,2,3,1,6,6,1,56,1,1,1,22
301213,0.010707133,0.989292867,1,2,1,2,2,1,43,2,3,4,9
301215,0.035434849,0.964565151,1,1,1,2,1,2,46,2,2,1,11
301221,0.260390117,0.739609883,1,2,2,99,3,1,36,1,3,1,22
301225,0.354289401,0.645710599,-2,6,1,5,6,2,21,1,2,4,42
301226,0.962246315,0.037753685,2,1,1,6,7,1,74,1,2,1,6
301227,0.878191159,0.121808841,-2,1,-6,5,7,-9,-9,2,-6,-6,6
301228,0.192309303,0.807690697,1,2,1,4,4,2,61,1,2,4,28
301232,0.049758017,0.950241983,1,2,2,99,2,1,67,2,2,4,35
301234,0.109031246,0.890968754,1,2,1,6,3,2,65,2,2,1,45
301235,0.096884263,0.903115737,1,2,2,4,4,1,41,2,2,1,6
301237,0.59343552,0.40656448,2,1,1,5,5,2,66,2,2,1,53
301238,0.217863287,0.782136713,1,5,1,5,4,1,54,1,1,2,6
301240,0.26970271,0.73029729,-2,5,-6,99,4,1,58,2,-6,-6,4
301242,0.760867469,0.239132531,-2,1,1,99,-8,2,22,1,3,1,4
301244,0.936578236,0.063421764,5,3,1,7,5,1,35,1,1,1,27
301245,0.064035249,0.935964751,-2,1,1,1,1,1,45,2,2,1,20
301247,0.182920441,0.817079559,3,1,1,4,5,1,31,2,2,2,25
301258,0.07013995,0.92986005,1,5,1,4,3,1,40,1,2,1,34
301259,0.08785781,0.91214219,-2,5,1,99,4,1,34,2,2,2,6
301262,0.412021982,0.587978018,2,1,2,4,6,1,-9,2,3,1,12
301264,0.947483041,0.052516959,2,5,1,6,7,1,71,1,2,1,6
301268,0.028976,0.971024,2,1,1,99,3,1,76,2,2,2,25
301271,0.386904755,0.613095245,1,1,1,4,4,2,34,1,2,4,20
301273,0.100755508,0.899244492,5,2,1,4,6,2,27,1,4,2,24
301274,0.854060123,0.145939877,2,1,1,5,5,1,68,1,2,2,40
301276,0.590682988,0.409317012,-2,5,1,4,4,2,62,1,3,1,48
301278,0.827375523,0.172624477,2,1,1,4,5,1,76,2,1,1,26
301280,0.013209467,0.986790533,1,1,1,2,1,1,69,2,1,4,17
301281,0.822133219,0.177866781,2,1,2,6,6,1,68,2,2,1,47
301282,0.817510293,0.182489707,-2,6,-6,99,4,1,52,1,-6,-6,20
301283,0.986598086,0.013401914,2,1,1,7,7,1,64,1,2,1,48
301285,0.973997361,0.026002639,2,1,1,6,7,2,52,1,2,1,51
301288,0.743388448,0.256611552,-2,1,-6,5,5,1,30,2,-6,-6,28
301293,0.076003511,0.923996489,1,5,1,2,2,2,68,1,4,1,8
301294,0.956373687,0.043626313,2,1,1,5,7,1,53,2,2,1,16
301296,0.404951235,0.595048765,5,1,1,99,4,2,41,2,3,2,39
301298,0.061003162,0.938996838,1,5,1,4,3,1,43,-9,2,1,12
301302,0.641979523,0.358020477,2,1,1,5,5,1,26,2,4,1,5
301304,0.883949671,0.116050329,1,1,2,4,5,1,37,1,3,1,47
301305,0.474986236,0.525013764,2,1,1,5,5,1,69,2,3,1,35
301306,0.033964267,0.966035733,1,1,1,2,3,1,74,1,1,4,17
301308,0.337105768,0.662894232,-2,5,1,4,6,1,21,1,2,1,6
301313,0.90968452,0.09031548,2,1,1,6,7,1,42,2,2,1,8
301314,0.989726994,0.010273006,2,1,1,7,7,1,50,1,1,1,47
301316,0.980309117,0.019690883,2,1,1,6,7,1,45,1,1,1,17
301317,0.791249549,0.208750451,2,1,1,6,5,1,60,2,1,1,6
301319,0.286207136,0.713792864,-2,1,2,99,3,1,32,1,3,2,28
301321,0.12559785,0.87440215,-2,1,2,99,3,2,44,2,2,1,17
301322,0.147681344,0.852318656,-2,1,1,4,4,1,48,1,4,4,8
301323,0.671126243,0.328873757,-2,1,2,4,5,1,27,2,4,3,28
301324,0.974959062,0.025040938,2,1,1,7,7,1,53,2,2,1,45
301325,0.242056876,0.757943124,3,1,1,4,2,2,29,2,2,1,39
301331,0.155592954,0.844407046,1,1,1,2,1,2,53,2,4,2,18
301332,0.017377037,0.982622963,1,2,1,2,1,1,32,2,2,4,47
301333,0.079333804,0.920666196,-2,2,1,3,4,2,31,1,4,2,6
301337,0.970626026,0.029373974,2,1,1,6,7,1,77,2,1,1,34
301338,0.481170285,0.518829715,-2,6,1,99,4,2,26,2,2,1,28
301342,0.848039745,0.151960255,2,1,1,6,7,1,29,2,3,2,5
301344,0.288611136,0.711388864,2,1,1,3,5,2,62,2,3,1,8
301345,0.880592301,0.119407699,2,1,1,6,5,1,-9,1,2,2,20
301346,0.038547333,0.961452667,1,2,2,99,1,1,50,1,3,4,17
301347,0.223811325,0.776188675,1,1,1,3,3,1,42,1,2,1,26
301351,0.575682372,0.424317628,-2,6,2,99,4,1,59,2,4,1,24
301353,0.443119653,0.556880347,1,3,1,4,5,1,-9,1,3,2,34
301354,0.984370482,0.015629518,2,1,1,6,7,1,53,1,2,1,20
301355,0.120347684,0.879652316,1,1,1,3,2,1,65,2,1,2,55
301356,0.013035665,0.986964335,1,2,1,4,3,1,72,1,1,4,25
301357,0.943453884,0.056546116,2,1,1,5,7,1,38,1,2,2,48
301365,0.283397668,0.716602332,2,1,1,6,6,1,71,2,2,2,9
301366,0.976510644,0.023489356,2,1,1,6,7,1,51,1,1,1,53
301367,0.55822531,0.44177469,2,1,1,5,6,1,34,2,2,1,37
301368,0.86373769,0.13626231,2,1,1,6,7,1,54,2,2,2,6
301369,0.934989876,0.065010124,2,1,1,5,7,1,53,1,3,1,5
301370,0.296607871,0.703392129,1,2,2,4,1,1,56,1,1,1,40
301371,0.042568118,0.957431882,1,2,1,3,1,1,27,1,1,4,18
301373,0.703500383,0.296499617,3,1,1,4,4,1,21,1,1,1,12
301375,0.060147113,0.939852887,1,5,1,4,1,1,66,1,3,2,9
301376,0.838272727,0.161727273,2,1,1,4,5,1,-9,1,2,1,22
301377,0.15382232,0.84617768,-2,1,2,4,1,1,81,2,3,1,24
301383,0.139738199,0.860261801,2,1,1,99,2,1,70,2,2,1,34
301384,0.199768573,0.800231427,1,1,1,4,3,1,79,1,1,2,39
301388,0.253481707,0.746518293,1,5,2,6,1,1,63,2,2,1,48
301389,0.009945941,0.990054059,1,5,1,2,1,1,54,2,2,2,36
301391,0.029722529,0.970277471,1,5,1,4,1,2,50,2,2,1,6
301393,0.006362473,0.993637527,1,2,1,2,1,1,39,1,2,4,17
301396,0.014991578,0.985008422,-2,-2,1,1,4,2,54,2,2,4,37
301399,0.208035407,0.791964593,1,1,1,3,2,2,23,1,3,2,39
301402,0.020751963,0.979248037,1,2,1,1,1,2,46,1,2,1,17
301404,0.940267277,0.059732723,2,5,1,6,5,1,33,-9,1,1,48
301408,0.914264015,0.085735985,2,1,1,6,5,2,78,2,1,1,20
301410,0.048560823,0.951439177,1,1,1,3,1,1,70,2,1,1,24
301411,0.703626686,0.296373314,1,3,1,5,5,1,42,1,1,1,6
301412,0.093959702,0.906040298,1,1,1,2,1,1,55,1,1,2,40
301416,0.397840365,0.602159635,-2,1,-6,5,6,1,21,2,-6,-6,17
301418,0.337436296,0.662563704,-2,5,2,6,5,2,28,1,4,4,8
301419,0.973151352,0.026848648,2,1,1,6,7,1,80,2,2,1,47
301420,0.078661175,0.921338825,-2,1,2,2,3,2,30,1,4,4,5
301421,0.81169682,0.18830318,2,1,2,99,4,2,38,1,2,1,22
301423,0.115171654,0.884828346,-2,5,-6,99,2,1,-9,2,-6,-6,8
301429,0.017364962,0.982635038,1,2,1,99,1,1,60,2,2,2,37
301433,0.953252494,0.046747506,2,1,1,6,7,1,80,1,1,1,6
301434,0.242493006,0.757506994,1,2,2,3,2,2,39,1,3,1,51
301436,0.339239467,0.660760533,3,1,2,4,2,1,58,2,2,2,47
301439,0.824098215,0.175901785,2,1,1,5,5,1,58,1,3,2,18
301440,0.899450636,0.100549364,-2,1,1,5,7,1,23,2,2,2,20
301442,0.115652973,0.884347027,1,3,1,99,3,1,26,1,2,1,24
301446,0.59960453,0.40039547,2,5,1,4,7,2,62,2,2,1,8
301452,0.075738026,0.924261974,-2,5,-6,3,1,2,45,1,-6,-6,48
301454,0.076396473,0.923603527,1,1,1,1,4,2,34,2,1,3,5
301455,0.741566519,0.258433481,-2,6,1,5,7,1,29,2,3,2,40
301456,0.85794445,0.14205555,-2,1,2,99,5,2,36,2,3,1,39
301457,0.010461089,0.989538911,4,1,1,2,3,2,25,1,2,4,6
301458,0.019057589,0.980942411,1,2,1,99,1,1,67,2,2,4,48
301459,0.107402184,0.892597816,-2,6,-6,3,3,1,36,1,-6,-6,33
301460,0.071393368,0.928606632,-2,2,1,99,3,2,27,1,4,4,27
301461,0.964529015,0.035470985,1,4,1,5,7,1,24,1,1,1,18
301462,0.630350517,0.369649483,3,5,1,5,6,2,52,1,2,1,5
301464,0.110000865,0.889999135,-2,1,1,5,3,2,23,2,4,2,48
301465,0.615251368,0.384748632,-2,1,2,5,6,1,27,2,3,1,26
301467,0.015723743,0.984276257,1,2,1,2,3,1,29,2,2,2,37
301472,0.050156803,0.949843197,1,1,1,2,1,2,90,2,1,2,20
301474,0.031842195,0.968157805,1,6,1,99,3,1,46,2,1,3,53
301479,0.803319758,0.196680242,2,1,1,6,6,1,81,1,2,1,34
301481,0.015555194,0.984444806,-2,5,1,2,3,1,68,1,2,2,6
301482,0.975725699,0.024274301,2,6,1,6,7,2,39,1,1,1,42
301483,0.013610507,0.986389493,-2,1,1,2,2,1,34,2,2,2,6
301488,0.645717372,0.354282628,5,1,1,5,6,1,19,1,2,2,55
301489,0.873781857,0.126218143,2,1,1,6,5,2,65,2,2,1,37
301491,0.11684201,0.88315799,-2,2,2,99,2,1,31,2,4,4,17
301495,0.608057327,0.391942673,-2,1,2,4,5,2,35,1,4,1,17
301496,0.940897372,0.059102628,2,1,1,7,7,1,65,2,2,2,5
301497,0.470199771,0.529800229,-2,5,2,99,5,2,22,1,4,4,6
301498,0.987172991,0.012827009,-2,1,1,7,7,1,45,1,2,1,47
301500,0.091931319,0.908068681,1,1,2,4,3,1,57,2,4,3,27
301501,0.017680534,0.982319466,1,1,1,2,3,1,43,1,1,1,25
301511,0.014628837,0.985371163,1,3,1,1,2,2,26,2,1,4,11
301513,0.180748149,0.819251851,2,1,2,4,2,1,47,2,2,1,27
301514,0.429154624,0.570845376,1,1,1,3,6,2,62,1,1,1,6
301515,0.024785753,0.975214247,1,5,1,2,1,2,36,1,2,1,24
301516,0.056999539,0.943000461,-2,1,-6,2,1,2,43,2,-6,-6,39
301519,0.014528099,0.985471901,1,1,1,1,1,2,74,2,2,2,12
301522,0.023511389,0.976488611,-2,5,1,99,1,1,54,2,1,5,8
301527,0.857612436,0.142387564,-2,1,1,5,5,1,45,1,1,2,40
301528,0.984120289,0.015879711,2,1,1,6,7,1,57,2,1,1,39
301530,0.72083621,0.27916379,-2,1,1,4,4,2,30,1,3,1,48
301533,0.092924979,0.907075021,1,4,1,99,3,2,38,2,3,2,4
301536,0.979542581,0.020457419,2,1,1,7,7,1,60,1,1,1,9
301538,0.036613138,0.963386862,1,1,1,1,1,2,23,3,1,4,33
301541,0.818692835,0.181307165,-2,1,2,4,7,1,22,2,2,4,47
301544,0.165635259,0.834364741,1,5,2,99,2,2,29,1,2,1,6
301545,0.115010815,0.884989185,1,2,1,5,1,1,60,2,1,7,45
301551,0.823889402,0.176110598,2,1,1,99,5,2,75,1,3,2,39
301552,0.966981476,0.033018524,-2,1,-6,6,7,1,-9,-9,-6,-6,48
301553,0.180912104,0.819087896,-2,4,2,4,4,2,66,1,4,4,8
301556,0.037897747,0.962102253,1,1,1,1,2,2,64,1,1,2,53
301560,0.365353381,0.634646619,-2,2,2,99,4,1,32,2,4,4,48
301562,0.758256281,0.241743719,2,1,1,4,5,1,44,2,2,1,33
301563,0.969817318,0.030182682,2,1,1,6,7,1,49,2,2,1,37
301564,0.089754937,0.910245063,1,1,1,2,2,1,29,2,2,1,11
301566,0.92895878,0.07104122,2,1,1,99,5,1,49,1,2,1,26
301567,0.023395601,0.976604399,-2,2,1,2,2,1,39,1,3,2,17
301570,0.715012501,0.284987499,2,1,1,6,6,1,62,1,3,1,24
301572,0.018851739,0.981148261,1,2,1,3,1,1,57,2,1,4,37
301580,0.067815323,0.932184677,-2,2,-6,99,1,1,24,1,-6,-6,39
301583,0.0545866,0.9454134,1,2,1,99,1,2,66,1,2,4,40
301584,0.32641113,0.67358887,-2,1,1,5,4,2,77,1,1,2,12
301589,0.085714734,0.914285266,2,1,1,4,1,2,58,2,2,1,17
301590,0.807351443,0.192648557,-2,1,2,99,5,2,31,1,3,2,20
301594,0.918263086,0.081736914,5,1,1,5,7,1,59,1,1,2,4
301596,0.968509914,0.031490086,2,1,1,7,5,1,59,2,1,1,55
301598,0.525105099,0.474894901,-2,1,2,99,4,1,23,2,3,4,33
301601,0.454437658,0.545562342,1,6,1,4,4,1,56,1,1,1,26
301602,0.042925995,0.957074005,-2,2,-6,4,1,2,34,2,-6,-6,34
301603,0.962849012,0.037150988,2,1,1,6,5,1,44,1,1,1,16
301605,0.38085447,0.61914553,2,1,1,5,6,1,24,2,3,2,39
301607,0.941769883,0.058230117,-2,5,1,7,5,1,24,1,2,1,48
301608,0.031684673,0.968315327,1,2,1,4,1,1,51,2,1,1,17
301610,0.937836917,0.062163083,2,1,1,5,5,1,62,1,1,1,16
301611,0.045065664,0.954934336,1,1,1,4,3,1,36,2,2,3,35
301612,0.233826639,0.766173361,1,1,1,99,2,2,34,2,3,3,37
301617,0.045942296,0.954057704,1,1,1,-8,1,2,51,1,1,4,51
301618,0.69176672,0.30823328,2,1,1,5,6,1,53,2,2,1,20
301623,0.703566419,0.296433581,1,1,1,3,6,1,58,2,1,1,47
301624,0.138725284,0.861274716,1,1,1,4,4,2,63,2,2,2,12
301628,0.081867676,0.918132324,-2,2,2,99,3,2,42,1,3,1,6
301629,0.098289752,0.901710248,-2,6,1,1,5,2,21,1,1,4,48
301631,0.082234647,0.917765353,-2,3,2,2,2,1,76,2,3,1,36
301633,0.26674967,0.73325033,2,1,1,99,2,1,74,1,2,4,39
301634,0.554301655,0.445698345,-2,1,2,99,4,1,38,2,2,1,4
301636,0.881157948,0.118842052,2,6,1,6,5,1,63,1,2,4,20
301637,0.734375155,0.265624845,-2,1,2,99,4,1,67,2,4,1,5
301645,0.053677753,0.946322247,-2,3,1,5,1,1,51,2,1,1,34
301648,0.094238312,0.905761688,1,2,1,99,2,1,53,1,2,1,36
301649,0.086811498,0.913188502,-2,1,-6,4,1,2,84,1,-6,-6,6
301650,0.349938114,0.650061886,1,6,2,5,1,1,38,1,2,1,13
301651,0.009352048,0.990647952,1,5,1,2,1,1,42,2,2,1,6
301654,0.082477376,0.917522624,-2,6,-6,3,4,2,45,2,-6,-6,4
301655,0.269257746,0.730742254,-2,5,1,4,5,1,35,2,3,1,6
301656,0.305486858,0.694513142,1,1,1,5,2,2,41,2,2,1,42
301659,0.218243377,0.781756623,1,1,1,4,1,1,51,2,2,1,33
301661,0.924519255,0.075480745,2,1,1,4,7,1,60,2,2,1,48
301663,0.69922401,0.30077599,1,1,1,4,4,1,85,1,1,2,47
301665,0.901054014,0.098945986,2,1,2,6,6,1,56,1,2,1,47
301666,0.031550296,0.968449704,1,5,1,3,2,1,28,1,2,4,25
301669,0.215155023,0.784844977,-9,6,2,4,4,1,56,1,2,1,6
301670,0.120505312,0.879494688,2,1,1,4,2,2,52,2,2,1,34
301672,0.836145016,0.163854984,2,1,1,6,6,1,79,1,2,4,47
301677,0.269539659,0.730460341,1,1,2,3,1,2,48,1,2,1,20
301678,0.057665962,0.942334038,1,2,1,4,3,1,62,1,1,4,37
301679,0.946441459,0.053558541,2,1,1,6,7,2,65,2,2,1,5
301685,0.144944318,0.855055682,1,1,1,4,2,2,52,2,2,2,39
301686,0.961172938,0.038827062,2,1,1,6,7,2,48,1,2,1,27
301688,0.053921815,0.946078185,2,1,1,99,2,1,87,2,2,2,25
301691,0.807134975,0.192865025,-2,1,2,4,5,2,75,1,2,4,40
301692,0.536848837,0.463151163,3,1,1,3,5,1,39,2,2,4,16
301694,0.198833353,0.801166647,2,2,1,99,6,1,22,1,2,4,17
301695,0.169894625,0.830105375,4,1,1,4,4,2,29,2,2,4,51
301697,0.154788242,0.845211758,1,1,1,2,1,1,81,1,1,4,47
301702,0.642199666,0.357800334,-2,1,1,99,-8,1,26,2,4,4,47
301705,0.079356531,0.920643469,1,1,1,5,1,1,34,1,1,1,25
301706,0.553493696,0.446506304,3,1,1,5,5,1,54,2,2,1,35
301707,0.915530847,0.084469153,-2,5,-6,99,5,2,33,1,-6,-6,13
301708,0.067358546,0.932641454,1,5,1,99,3,2,72,2,2,4,48
301709,0.907184473,0.092815527,-2,1,-6,6,5,2,70,1,-6,-6,53
301710,0.051764947,0.948235053,1,1,1,4,1,1,68,2,2,4,4
301712,0.232655127,0.767344873,1,1,1,3,2,2,53,1,1,1,36
301717,0.046650518,0.953349482,1,3,1,99,1,1,35,2,2,5,53
301720,0.117401111,0.882598889,1,5,1,99,1,2,57,1,4,1,6
301721,0.948182811,0.051817189,2,1,2,6,5,1,75,1,3,1,47
301724,0.208650209,0.791349791,2,5,1,4,6,1,60,1,2,3,6
301727,0.97876293,0.02123707,2,1,1,6,7,1,57,2,1,1,48
301731,0.074821487,0.925178513,-2,6,1,6,3,1,48,2,2,1,24
301734,0.764339044,0.235660956,2,1,1,4,5,1,34,2,2,1,22
301741,0.984797516,0.015202484,2,1,1,6,7,1,87,1,2,1,20
301746,0.301152508,0.698847492,2,1,1,4,1,2,66,2,2,1,40
301748,0.019387869,0.980612131,1,1,1,4,3,1,36,2,2,2,25
301749,0.006146939,0.993853061,1,1,1,1,3,1,37,1,1,4,6
301759,0.145804208,0.854195792,1,5,1,3,2,2,49,1,2,2,48
301760,0.446252967,0.553747033,1,5,1,99,5,2,31,2,2,1,6
301761,0.725180691,0.274819309,-2,1,1,4,5,1,34,1,3,1,34
301766,0.111431683,0.888568317,1,1,1,4,3,1,34,2,2,4,42
301767,0.087909876,0.912090124,2,1,1,3,3,2,54,1,2,1,34
301770,0.952136516,0.047863484,2,5,2,99,7,1,35,1,2,1,40
301774,0.745300128,0.254699872,5,1,1,5,6,1,74,2,3,1,18
301776,0.976130328,0.023869672,-2,1,-6,99,7,2,72,1,-6,-6,25
301777,0.047616349,0.952383651,-2,5,1,2,3,2,33,1,1,2,13
301778,0.527346619,0.472653381,-2,1,1,3,4,1,60,2,1,1,20
301779,0.756958837,0.243041163,2,1,1,4,5,1,71,2,3,1,33
301782,0.764699988,0.235300012,2,1,2,99,5,1,82,2,2,1,17
301784,0.143741526,0.856258474,2,3,1,4,6,1,35,2,2,2,53
