V200001,p_trump,p_biden,V202110x,V201549x,V202022,V201200,V201231x,V201452,V201507x,V201600,V202406,V201007d
311496,0.596089484,0.403910516,-1,1,-6,99,5,2,26,1,-6,-2
311502,0.787585285,0.212414715,-1,1,-6,7,7,1,59,1,-6,-2
311519,0.765438712,0.234561288,2,1,1,7,7,1,-9,1,2,-2
311540,0.653605668,0.346394332,1,1,1,5,6,1,53,1,2,-2
311557,0.201447082,0.798552918,-1,3,1,99,2,2,25,2,2,-2
311571,0.516666139,0.483333861,2,1,1,5,5,1,80,2,2,-2
311595,0.226293465,0.773706535,2,3,2,99,1,2,40,2,4,-2
311601,0.285646609,0.714353391,1,4,1,3,2,1,31,1,2,-2
311618,0.895152826,0.104847174,2,1,1,6,7,1,72,1,2,-2
311649,0.24303912,0.75696088,1,3,1,2,1,2,22,1,2,-2
311663,0.404996513,0.595003487,-1,1,-7,4,6,1,71,2,-7,-2
311670,0.169993512,0.830006488,1,5,1,4,1,2,-9,-9,2,-2
311694,0.319425553,0.680574447,1,6,1,2,1,2,52,1,1,-2
311762,0.752414096,0.247585904,2,4,1,6,7,1,39,1,3,-2
311809,0.604388477,0.395611523,2,6,1,4,5,1,59,2,2,-2
311847,0.331644667,0.668355333,1,1,1,4,1,2,67,1,1,-2
311885,0.874957617,0.125042383,2,1,1,7,7,1,61,1,2,-2
311908,0.263848444,0.736151556,3,1,1,1,3,1,41,1,1,-2
311915,0.797467445,0.202532555,2,1,1,99,7,1,56,2,2,-2
311922,0.658479728,0.341520272,2,1,1,6,6,2,65,1,3,-2
312017,0.353575019,0.646424981,1,1,1,4,3,1,64,2,2,-2
312024,0.266327459,0.733672541,1,1,1,2,2,2,25,2,2,-2
312079,0.232916573,0.767083427,-1,1,1,4,1,2,72,1,2,-2
312109,0.727177523,0.272822477,2,1,1,6,6,1,39,1,2,-2
312123,0.355500332,0.644499668,-1,5,-6,4,2,1,64,2,-6,-2
312130,0.336461296,0.663538704,-1,1,-6,5,6,2,73,2,-6,-2
312147,0.253732385,0.746267615,1,1,1,2,2,2,23,2,2,-2
312154,0.188807912,0.811192088,-1,1,-6,5,1,2,72,2,-6,-2
312208,0.173212896,0.826787104,1,2,1,2,1,2,19,2,1,-2
312246,0.58544118,0.41455882,2,1,1,4,6,2,42,1,3,-2
312277,0.361568605,0.638431395,-1,6,2,1,1,1,26,2,4,-2
312291,0.296153899,0.703846101,-1,4,1,99,3,1,19,2,4,-2
312321,0.147264059,0.852735941,1,3,1,4,1,1,77,2,1,-2
312345,0.480631568,0.519368432,3,5,1,4,5,2,46,2,2,-2
312369,0.220409787,0.779590213,1,3,1,2,1,2,35,2,4,-2
312413,0.21317728,0.78682272,1,1,1,2,1,2,66,2,2,-2
312444,0.165998593,0.834001407,1,2,1,99,1,1,68,2,2,-2
312451,0.632348966,0.367651034,2,1,1,5,5,1,63,2,3,-2
312475,0.489502935,0.510497065,1,1,1,4,4,2,40,1,3,-2
312574,0.823307765,0.176692235,-1,1,2,6,7,1,26,1,3,-2
312581,0.890806926,0.109193074,2,1,1,7,7,1,80,1,1,-2
312598,0.217080671,0.782919329,1,1,1,4,1,2,53,2,2,-2
312604,0.58476053,0.41523947,2,1,1,4,6,1,35,2,4,-2
312611,0.295512337,0.704487663,1,1,1,3,2,2,34,2,2,-2
312628,0.520342722,0.479657278,-1,5,-7,3,4,1,66,1,-7,-2
312659,0.504011873,0.495988127,1,4,1,4,5,2,30,2,2,-2
312680,0.253775943,0.746224057,1,1,1,4,1,1,80,2,2,-2
312697,0.285825686,0.714174314,1,1,1,99,2,1,72,2,1,-2
312703,0.857595005,0.142404995,2,1,1,6,7,1,31,2,1,-2
312710,0.220307838,0.779692162,1,1,1,99,1,1,80,2,3,-2
312741,0.319777999,0.680222001,1,1,1,3,2,2,25,1,2,-2
312758,0.297601558,0.702398442,1,1,1,2,3,2,55,1,1,-2
312802,0.218976385,0.781023615,-1,1,-6,2,1,2,59,2,-6,-2
312826,0.233389079,0.766610921,1,3,1,4,1,2,80,1,2,-2
312833,0.770516319,0.229483681,2,1,1,6,7,1,51,2,3,-2
312888,0.21292833,0.78707167,1,1,1,2,1,1,63,2,1,-2
312895,0.517856324,0.482143676,-1,1,1,99,6,2,64,2,3,-2
312918,0.248909404,0.751090596,1,2,1,99,1,1,63,1,4,-2
312925,0.21636334,0.78363666,-1,1,1,2,1,2,75,2,3,-2
312956,0.511011526,0.488988474,-1,3,2,4,4,1,32,2,3,-2
313003,0.306580261,0.693419739,-1,1,1,4,2,2,80,1,2,-2
313034,0.218367232,0.781632768,1,1,1,2,1,1,68,2,1,-2
313089,0.892690749,0.107309251,2,1,1,6,7,1,22,1,1,-2
313102,0.50143609,0.49856391,2,1,1,99,4,1,25,1,2,-2
313157,0.231022148,0.768977852,1,2,2,2,1,1,47,2,2,-2
313195,0.569551012,0.430448988,2,6,1,5,5,2,30,2,2,-2
313218,0.46120107,0.53879893,-1,3,1,4,4,2,61,1,2,-2
313232,0.247348234,0.752651766,-1,1,-6,3,2,2,43,2,-6,-2
313263,0.217175843,0.782824157,1,1,1,1,1,2,55,2,1,-2
313270,0.297299628,0.702700372,1,1,1,3,2,2,32,2,3,-2
313287,0.837996816,0.162003184,2,1,1,7,7,1,71,1,2,-2
313317,0.576318935,0.423681065,-1,4,2,5,5,2,53,1,2,-2
313348,0.632942253,0.367057747,2,1,1,4,5,1,70,1,2,-2
313362,0.229535958,0.770464042,1,1,1,2,1,2,42,1,3,-2
313485,0.849072913,0.150927087,2,1,1,7,7,1,71,1,2,-2
313515,0.241153671,0.758846329,1,1,1,1,1,2,21,2,2,-2
313546,0.837995976,0.162004024,2,1,1,7,7,1,71,1,2,-2
313560,0.557019065,0.442980935,-1,1,1,4,6,2,41,1,4,-2
313591,0.195641649,0.804358351,1,1,1,2,1,2,42,2,1,-2
313614,0.475610886,0.524389114,1,1,2,4,4,2,66,2,2,-2
313669,0.290580795,0.709419205,1,1,1,1,3,2,44,1,2,-2
313683,0.318617578,0.681382422,-1,1,-7,2,2,2,-9,-9,-7,-2
313744,0.467148592,0.532851408,-1,1,1,4,4,2,38,2,3,-2
313751,0.471249283,0.528750717,1,1,1,4,4,2,35,2,2,-2
313768,0.283130358,0.716869642,1,1,1,1,3,2,28,1,1,-2
313812,0.41037582,0.58962418,2,1,1,2,6,1,-9,1,4,-2
313850,0.781929354,0.218070646,2,1,1,6,5,1,65,1,2,-2
313867,0.25097736,0.74902264,-1,4,1,2,1,2,33,1,2,-2
313911,0.543967252,0.456032748,2,1,2,5,6,1,76,2,3,-2
313928,0.439990153,0.560009847,-1,3,-6,3,2,2,21,1,-6,-2
313966,0.234181259,0.765818741,1,1,1,3,1,2,79,2,2,-2
314006,0.253273254,0.746726746,1,3,1,1,3,2,41,2,2,-2
314020,0.62615549,0.37384451,-1,2,1,99,5,1,30,1,2,-2
314051,0.354976516,0.645023484,-1,1,-6,3,1,2,56,1,-6,-2
314112,0.599600217,0.400399783,-1,1,-6,7,2,1,49,1,-6,-2
314136,0.583759701,0.416240299,2,1,1,5,5,2,43,2,3,-2
314174,0.294919607,0.705080393,1,4,1,4,2,2,49,1,2,-2
314198,0.414894843,0.585105157,-1,1,2,99,4,2,20,1,3,-2
314228,0.686920166,0.313079834,2,1,1,4,5,1,63,2,1,-2
314235,0.332341182,0.667658818,-1,2,-6,4,1,1,57,1,-6,-2
314266,0.291474556,0.708525444,1,1,1,3,3,2,48,2,2,-2
314273,0.2589168,0.7410832,1,2,1,4,1,1,58,1,1,-2
314297,0.236773245,0.763226755,1,1,1,2,1,2,68,1,1,-2
314327,0.389085076,0.610914924,-1,5,1,4,4,2,27,2,3,-2
314372,0.564106759,0.435893241,-1,1,1,6,6,1,41,2,3,-2
314402,0.249371179,0.750628821,1,1,1,2,1,1,62,2,1,-2
314419,0.717331853,0.282668147,2,1,1,6,7,1,-9,2,2,-2
314433,0.33741163,0.66258837,-9,6,1,2,3,2,58,2,2,-2
314440,0.337269942,0.662730058,1,1,1,5,2,2,80,1,4,-2
314471,0.269039458,0.730960542,1,1,1,1,1,2,35,1,1,-2
314518,0.487274602,0.512725398,2,1,1,5,6,1,66,2,1,-2
314532,0.514386209,0.485613791,1,1,1,6,3,1,66,2,2,-2
314549,0.224720501,0.775279499,1,1,1,1,1,1,71,1,1,-2
314556,0.224848923,0.775151077,1,1,2,3,3,2,80,2,3,-2
314587,0.700745095,0.299254905,2,1,1,6,7,2,34,2,3,-2
314594,0.573511556,0.426488444,1,1,1,4,6,2,63,1,2,-2
314617,0.349966915,0.650033085,1,1,1,2,3,1,23,1,2,-2
314631,0.79092292,0.20907708,-1,1,2,4,7,2,63,1,3,-2
314679,0.218006765,0.781993235,1,1,1,1,1,2,59,2,2,-2
314693,0.706862675,0.293137325,2,1,1,4,7,2,43,2,2,-2
314716,0.728244451,0.271755549,2,1,1,6,5,2,69,1,1,-2
314754,0.838880422,0.161119578,2,1,1,6,7,2,37,1,2,-2
314785,0.836874057,0.163125943,-1,1,-6,6,7,1,51,1,-6,-2
314792,0.670964847,0.329035153,2,1,1,6,6,2,69,1,1,-2
314822,0.204448147,0.795551853,1,1,1,1,1,2,24,2,1,-2
314884,0.375337655,0.624662345,1,2,2,5,1,1,62,2,2,-2
314891,0.223519692,0.776480308,1,1,1,3,1,2,61,2,2,-2
314945,0.690683312,0.309316688,2,1,1,6,7,2,69,2,2,-2
314969,0.756988657,0.243011343,-1,1,1,6,7,2,46,2,2,-2
315054,0.645799333,0.354200667,2,1,1,6,6,2,72,1,2,-2
315092,0.5600972,0.4399028,-1,3,1,5,5,2,30,2,4,-2
315115,0.792922298,0.207077702,-1,1,1,6,7,2,66,1,2,-2
315139,0.174249185,0.825750815,-1,6,-6,1,1,2,26,2,-6,-2
315146,0.620341315,0.379658685,2,3,1,6,5,1,66,2,2,-2
315207,0.390149311,0.609850689,-1,1,-6,4,4,2,60,2,-6,-2
315245,0.762558351,0.237441649,5,1,1,4,5,1,54,1,2,-2
315276,0.200970702,0.799029298,1,2,1,99,1,2,74,2,2,-2
315351,0.501469978,0.498530022,1,1,1,4,4,2,39,2,2,-2
315399,0.414805078,0.585194922,-1,1,2,99,6,2,-9,1,2,-2
315429,0.7261096,0.2738904,2,3,1,99,7,1,60,2,2,-2
315436,0.594868599,0.405131401,2,1,1,4,4,1,22,1,2,-2
315481,0.473151111,0.526848889,1,1,1,3,4,2,69,1,2,-2
315504,0.541179707,0.458820293,2,1,1,5,6,1,59,2,2,-2
315511,0.327675258,0.672324742,1,1,2,4,3,2,65,2,4,-2
315528,0.526069712,0.473930288,2,4,2,4,6,1,50,2,3,-2
315535,0.70540837,0.29459163,2,1,1,5,7,2,50,2,2,-2
315559,0.648029085,0.351970915,-1,1,1,4,4,1,23,1,3,-2
315597,0.298478702,0.701521298,-1,2,-6,4,3,1,55,1,-6,-2
315603,0.192960807,0.807039193,1,1,1,1,1,2,57,2,1,-2
315610,0.371035418,0.628964582,1,1,1,5,2,1,56,1,2,-2
315641,0.220185377,0.779814623,1,1,1,99,1,1,70,2,2,-2
315696,0.17273126,0.82726874,-1,5,1,2,1,2,38,2,2,-2
315757,0.734152459,0.265847541,2,1,1,6,7,2,75,2,2,-2
315764,0.202614947,0.797385053,1,4,1,4,1,1,36,1,3,-2
315788,0.667509535,0.332490465,2,1,1,6,5,2,49,1,3,-2
315801,0.63619956,0.36380044,2,6,1,6,6,1,28,1,3,-2
315870,0.476393714,0.523606286,-1,1,1,2,4,-9,56,1,1,-2
315887,0.241721932,0.758278068,1,1,1,2,1,2,28,2,2,-2
315917,0.219715132,0.780284868,1,1,1,4,1,2,69,2,2,-2
315924,0.211915148,0.788084852,1,1,1,3,1,2,67,2,1,-2
315955,0.242845836,0.757154164,-1,3,1,99,3,2,18,2,3,-2
315993,0.338130136,0.661869864,1,1,1,2,4,2,80,2,3,-2
316002,0.712702068,0.287297932,2,1,1,5,5,1,36,1,2,-2
316019,0.314534459,0.685465541,1,-9,1,3,1,1,74,-9,2,-2
316040,0.714293215,0.285706785,-1,1,1,4,7,2,66,2,2,-2
316064,0.217001429,0.782998571,1,3,1,4,1,1,41,2,2,-2
316071,0.260440468,0.739559532,1,6,1,4,1,2,29,2,2,-2
316088,0.432972729,0.567027271,1,1,1,99,4,2,42,2,3,-2
316095,0.57877411,0.42122589,1,1,1,5,4,2,74,1,1,-2
316187,0.198479488,0.801520512,-1,2,1,99,1,1,33,2,3,-2
316224,0.25051876,0.74948124,1,2,1,99,2,2,33,2,3,-2
316248,0.290323554,0.709676446,1,6,1,4,1,1,56,2,2,-2
316255,0.296435161,0.703564839,1,2,1,4,2,2,61,2,3,-2
316262,0.817854561,0.182145439,2,3,1,7,7,1,29,2,2,-2
316286,0.32568692,0.67431308,1,1,1,4,3,2,47,1,1,-2
316316,0.357672641,0.642327359,-1,5,-6,99,4,1,51,2,-6,-2
316330,0.245777048,0.754222952,2,1,1,2,2,1,24,2,3,-2
316354,0.178673157,0.821326843,1,1,1,2,1,2,66,2,1,-2
316392,0.277886683,0.722113317,1,1,1,2,2,2,53,1,1,-2
316446,0.281339573,0.718660427,-1,1,1,99,2,2,57,2,2,-2
316453,0.728512217,0.271487783,2,1,1,99,7,2,49,2,2,-2
316460,0.310551789,0.689448211,1,1,1,2,2,2,46,1,3,-2
316477,0.313048749,0.686951251,-1,1,1,99,3,2,37,1,2,-2
316507,0.257219037,0.742780963,1,1,1,2,1,2,39,1,1,-2
316521,0.475527742,0.524472258,-1,1,1,4,4,2,18,2,3,-2
316576,0.225686242,0.774313758,1,1,1,1,1,2,79,1,1,-2
316590,0.292284301,0.707715699,1,1,1,3,2,2,39,1,1,-2
316644,0.835565447,0.164434553,2,1,1,99,7,1,67,2,1,-2
316682,0.226260587,0.773739413,1,1,2,2,1,2,-9,2,4,-2
316699,0.782109688,0.217890312,2,1,1,6,7,2,40,2,2,-2
316705,0.456599714,0.543400286,-1,2,1,99,4,1,36,1,3,-2
316729,0.286477661,0.713522339,1,3,1,4,2,2,65,2,4,-2
316736,0.187211852,0.812788148,1,1,1,2,1,1,31,2,1,-2
316750,0.344604904,0.655395096,1,6,1,2,3,2,67,2,2,-2
316767,0.217364663,0.782635337,1,1,1,2,2,2,23,2,1,-2
316774,0.304889449,0.695110551,1,1,1,3,3,2,75,1,1,-2
316828,0.247673135,0.752326865,1,1,1,2,1,2,29,2,2,-2
316835,0.300339141,0.699660859,-1,3,1,3,3,2,26,2,2,-2
316873,0.72653557,0.27346443,2,1,1,6,7,1,41,2,3,-2
316880,0.63069044,0.36930956,2,1,1,4,4,1,57,1,3,-2
316897,0.314737541,0.685262459,2,1,1,4,2,1,59,1,3,-2
316903,0.444541085,0.555458915,5,-9,1,99,4,1,-9,2,3,-2
316927,0.607280994,0.392719006,-1,1,-6,6,6,1,23,1,-6,-2
316958,0.843315523,0.156684477,2,1,1,7,7,2,25,1,2,-2
316989,0.235278538,0.764721462,1,2,1,2,1,2,57,1,1,-2
317012,0.261596876,0.738403124,1,1,1,2,1,1,68,1,2,-2
317029,0.288992159,0.711007841,1,1,1,4,1,1,80,2,2,-2
317036,0.254729165,0.745270835,-1,2,1,99,2,2,58,2,2,-2
317043,0.526966239,0.473033761,2,1,1,4,4,1,38,2,2,-2
317128,0.576612201,0.423387799,2,1,2,99,7,1,-9,2,4,-2
317166,0.180709408,0.819290592,1,1,1,2,1,2,54,2,1,-2
317197,0.92150856,0.07849144,2,1,1,6,7,1,57,1,1,-2
317227,0.790732381,0.209267619,2,1,1,6,7,2,77,1,2,-2
317234,0.356154971,0.643845029,1,1,1,4,2,1,42,1,3,-2
317357,0.23033354,0.76966646,1,2,1,4,1,2,58,2,2,-2
317371,0.797784386,0.202215614,2,1,2,6,7,2,70,1,2,-2
317418,0.456727647,0.543272353,2,4,1,4,5,1,35,2,2,-2
317449,0.327129821,0.672870179,1,1,1,3,2,1,50,1,2,-2
317463,0.166781842,0.833218158,-1,4,-6,99,1,2,66,1,-6,-2
317470,0.530554967,0.469445033,2,1,1,5,4,2,80,1,1,-2
317555,0.207615872,0.792384128,1,1,1,3,1,2,58,2,1,-2
317586,0.241266975,0.758733025,1,1,1,2,1,2,47,1,2,-2
317630,0.280046039,0.719953961,1,1,1,4,1,1,29,1,2,-2
317685,0.197481123,0.802518877,-1,1,-6,2,1,2,60,2,-6,-2
317692,0.898403947,0.101596053,2,1,1,7,7,1,74,1,1,-2
317708,0.413486802,0.586513198,2,1,1,99,6,2,49,2,3,-2
317715,0.398480603,0.601519397,1,1,1,4,3,1,73,1,3,-2
317739,0.591050835,0.408949165,-1,1,-6,5,6,2,40,1,-6,-2
317777,0.842068421,0.157931579,-1,1,-6,6,7,1,52,1,-6,-2
317821,0.626323078,0.373676922,2,1,2,7,5,1,73,2,3,-2
317845,0.218883726,0.781116274,-1,4,1,3,2,2,36,2,3,-2
317869,0.645532911,0.354467089,2,4,1,6,5,1,52,2,2,-2
317890,0.529213153,0.470786847,2,1,1,5,6,1,53,2,2,-2
317906,0.431546157,0.568453843,-1,1,2,99,4,2,35,2,1,-2
317944,0.243988208,0.756011792,-1,2,-7,99,3,1,27,2,-7,-2
317951,0.282583059,0.717416941,1,1,-6,3,3,2,32,1,-6,-2
317968,0.756165441,0.243834559,2,1,1,6,7,2,41,2,2,-2
318039,0.191814577,0.808185423,-1,2,-6,99,1,2,77,1,-6,-2
318053,0.526989823,0.473010177,1,1,1,5,4,1,50,1,3,-2
318121,0.534798587,0.465201413,2,1,1,5,6,1,43,2,2,-2
318138,0.513786186,0.486213814,-1,5,1,5,4,-9,-9,1,2,-2
318145,0.578278635,0.421721365,-1,1,2,4,6,1,46,2,4,-2
318169,0.317911393,0.682088607,-1,3,1,99,4,2,80,2,1,-2
318206,0.257180333,0.742819667,1,1,1,2,2,2,36,2,2,-2
318275,0.326375908,0.673624092,1,6,1,3,1,2,48,1,1,-2
318299,0.461964677,0.538035323,-1,3,1,4,4,2,29,1,3,-2
318329,0.251659641,0.748340359,1,1,1,99,1,2,66,1,3,-2
318336,0.213811543,0.786188457,1,1,1,2,1,2,69,2,2,-2
318343,0.339196916,0.660803084,1,1,1,3,3,2,80,1,1,-2
318497,0.568977379,0.431022621,-1,1,-6,5,5,2,61,1,-6,-2
318503,0.437774877,0.562225123,1,4,1,4,6,2,50,2,3,-2
318527,0.214978415,0.785021585,1,1,1,2,1,2,39,1,1,-2
318657,0.28096605,0.71903395,1,6,1,3,1,2,29,1,2,-2
318688,0.269607416,0.730392584,1,1,1,3,3,2,66,1,2,-2
318718,0.499378533,0.500621467,2,1,1,4,4,2,53,2,2,-2
318756,0.16518748,0.83481252,1,3,1,2,1,1,36,2,1,-2
318763,0.650046618,0.349953382,2,1,1,6,6,1,64,1,3,-2
318848,0.282948073,0.717051927,-1,2,1,4,2,2,35,2,3,-2
318855,0.267744966,0.732255034,-1,1,1,5,1,2,34,1,3,-2
318862,0.236092564,0.763907436,1,1,2,99,1,2,54,2,4,-2
318909,0.723198664,0.276801336,2,1,1,99,7,1,28,2,3,-2
318916,0.882945581,0.117054419,2,1,1,6,7,1,66,1,2,-2
318923,0.496016504,0.503983496,-1,3,1,99,4,1,32,1,3,-2
318954,0.812841505,0.187158495,2,1,1,6,7,1,56,2,3,-2
319001,0.160737335,0.839262665,-1,3,1,99,1,2,40,2,2,-2
319025,0.210779397,0.789220603,1,1,1,2,1,2,68,1,1,-2
319063,0.827195048,0.172804952,2,1,1,7,7,1,80,1,2,-2
319070,0.431642469,0.568357531,1,1,2,6,3,2,74,1,3,-2
319124,0.287711307,0.712288693,1,1,1,3,2,2,31,2,3,-2
319131,0.271600111,0.728399889,1,1,1,2,2,2,28,2,2,-2
319155,0.197514168,0.802485832,1,1,1,1,1,2,75,2,1,-2
319193,0.815134655,0.184865345,2,1,1,5,7,2,44,1,1,-2
319209,0.536078805,0.463921195,-1,1,2,99,4,2,27,1,4,-2
319223,0.675891023,0.324108977,2,1,1,5,7,1,74,2,2,-2
319230,0.295070511,0.704929489,1,1,1,2,3,2,38,1,2,-2
319278,0.713490605,0.286509395,2,1,1,6,6,1,64,1,3,-2
319315,0.385643319,0.614356681,1,5,1,7,1,1,56,2,2,-2
319322,0.272442076,0.727557924,1,1,1,3,1,2,72,1,2,-2
319353,0.208958813,0.791041187,1,1,1,2,1,2,63,2,2,-2
319391,0.25088186,0.74911814,1,1,1,1,1,2,31,2,3,-2
319407,0.437731675,0.562268325,1,1,1,3,3,2,27,2,4,-2
319421,0.257820412,0.742179588,-1,1,2,99,2,2,58,2,4,-2
319438,0.892863343,0.107136657,2,1,1,7,7,1,38,1,1,-2
319445,0.918890768,0.081109232,2,1,1,6,7,1,53,1,1,-2
319452,0.262055979,0.737944021,1,1,1,2,3,2,58,2,3,-2
319476,0.873679083,0.126320917,2,6,1,7,5,1,51,1,1,-2
319483,0.358920507,0.641079493,1,1,1,99,4,2,41,2,3,-2
319551,0.272198754,0.727801246,-1,4,-6,99,2,1,18,2,-6,-2
319568,0.281195405,0.718804595,1,1,1,3,2,2,38,2,3,-2
319575,0.265251892,0.734748108,1,1,1,4,1,1,72,2,1,-2
319599,0.754398663,0.245601337,-1,1,-6,4,7,1,51,1,-6,-2
319605,0.695590983,0.304409017,-1,1,1,4,5,2,37,1,2,-2
319650,0.757683656,0.242316344,2,1,1,6,6,1,73,1,1,-2
319780,0.32466416,0.67533584,1,1,1,3,3,1,51,2,3,-2
319797,0.456774342,0.543225658,1,1,1,4,4,2,80,1,2,-2
319858,0.334356704,0.665643296,1,1,1,3,3,2,71,1,1,-2
319865,0.816367404,0.183632596,1,1,1,6,7,2,21,1,2,-2
319896,0.250417591,0.749582409,-1,3,-6,1,2,2,-9,2,-6,-2
319971,0.526563257,0.473436743,2,1,1,99,6,2,53,2,2,-2
319988,0.286604344,0.713395656,1,1,1,4,2,2,79,2,2,-2
320001,0.769438868,0.230561132,-1,1,-6,6,7,1,37,1,-6,-2
320018,0.616216936,0.383783064,1,1,1,4,5,1,74,2,4,-2
320056,0.286767693,0.713232307,1,1,1,2,2,2,57,2,2,-2
320087,0.517289956,0.482710044,-1,5,-6,99,4,1,80,1,-6,-2
320124,0.645823493,0.354176507,-1,-9,2,4,6,2,56,-9,3,-2
320155,0.843433818,0.156566182,2,1,1,6,7,1,61,2,2,-2
320162,0.594785109,0.405214891,2,1,2,6,6,1,30,2,2,-2
320209,0.673584372,0.326415628,-1,3,-6,4,5,1,31,1,-6,-2
320261,0.519605217,0.480394783,-1,1,1,4,6,2,66,2,2,-2
320278,0.620980943,0.379019057,2,1,1,5,5,1,74,1,2,-2
320308,0.712276672,0.287723328,2,6,1,6,5,1,78,1,-5,-2
320315,0.248562712,0.751437288,-1,5,-6,99,1,2,28,1,-6,-2
320322,0.526073959,0.473926041,-1,1,1,6,6,2,78,2,2,-2
320353,0.798263868,0.201736132,2,5,1,6,7,1,68,1,2,-2
320360,0.316482547,0.683517453,-1,1,1,2,3,1,66,2,2,-2
320407,0.341779855,0.658220145,-1,3,-6,3,3,2,31,2,-6,-2
320414,0.18786483,0.81213517,-1,1,1,2,1,2,22,2,1,-2
320469,0.190362152,0.809637848,1,1,1,2,3,2,79,2,1,-2
320476,0.215993608,0.784006392,1,1,1,2,1,2,54,1,2,-2
320490,0.579769666,0.420230334,-1,1,-6,99,7,1,51,2,-6,-2
320506,0.527407136,0.472592864,2,1,1,99,5,2,63,2,3,-2
320537,0.250936411,0.749063589,1,1,1,2,1,1,60,2,3,-2
320544,0.522993017,0.477006983,2,1,1,5,5,2,63,2,2,-2
320575,0.884459006,0.115540994,2,1,1,6,7,2,27,1,1,-2
320605,0.214900411,0.785099589,1,2,1,1,1,1,52,2,2,-2
320612,0.556851088,0.443148912,1,1,1,4,6,1,49,2,3,-2
320636,0.295136409,0.704863591,1,6,1,3,1,2,38,1,2,-2
320643,0.750415418,0.249584582,2,1,1,5,7,1,40,2,1,-2
320667,0.852934159,0.147065841,2,1,2,6,7,1,32,1,2,-2
320674,0.227385056,0.772614944,1,3,1,1,1,1,29,2,2,-2
320681,0.675013951,0.324986049,2,1,2,6,5,1,79,2,2,-2
320711,0.891674207,0.108325793,2,1,1,6,7,1,80,1,1,-2
320735,0.800520031,0.199479969,2,1,1,7,7,1,71,2,2,-2
320742,0.26573367,0.73426633,1,1,1,3,2,1,24,2,-5,-2
320773,0.412272629,0.587727371,-1,1,1,99,4,2,44,2,2,-2
320803,0.612784364,0.387215636,2,1,1,4,5,2,59,1,2,-2
320810,0.454138741,0.545861259,2,-9,1,4,-9,1,-9,-9,2,-2
320865,0.302043588,0.697956412,1,1,1,3,3,2,38,2,2,-2
320896,0.579608199,0.420391801,-1,1,-6,6,6,1,36,2,-6,-2
320926,0.680961445,0.319038555,2,1,1,4,5,1,60,1,3,-2
320940,0.489734121,0.510265879,-1,1,1,4,4,2,38,1,4,-2
320995,0.349252863,0.650747137,-1,1,1,99,3,1,39,2,4,-2
321004,0.716964366,0.283035634,2,1,1,5,7,1,71,2,2,-2
321035,0.430902989,0.569097011,-1,3,1,99,4,2,29,1,2,-2
321042,0.893520405,0.106479595,2,6,1,6,7,2,42,1,1,-2
321066,0.303149828,0.696850172,1,4,2,4,1,1,80,1,4,-2
321103,0.219272071,0.780727929,1,1,1,2,1,2,52,2,2,-2
321134,0.324937319,0.675062681,-1,2,2,4,1,1,49,1,3,-2
321141,0.833816757,0.166183243,2,1,2,7,7,1,69,1,3,-2
321226,0.331242449,0.668757551,-1,1,1,3,2,2,60,1,2,-2
321271,0.258182903,0.741817097,-1,1,-6,4,1,2,69,2,-6,-2
321288,0.700560878,0.299439122,2,6,1,4,5,1,69,2,1,-2
321301,0.577785647,0.422214353,-1,1,1,4,6,-9,27,2,3,-2
321325,0.280097866,0.719902134,-1,2,2,1,1,2,30,2,2,-2
321332,0.268496835,0.731503165,1,2,2,99,1,1,56,2,3,-2
321356,0.843102982,0.156897018,2,1,1,6,7,1,33,2,2,-2
321394,0.383862448,0.616137552,-1,1,-6,3,4,1,32,2,-6,-2
321400,0.190742833,0.809257167,1,6,1,3,1,2,65,2,1,-2
321424,0.285885035,0.714114965,-1,1,-6,4,1,1,51,2,-6,-2
321431,0.262859831,0.737140169,1,1,2,2,3,2,73,2,2,-2
321448,0.64008188,0.35991812,-1,1,-6,6,4,-9,79,1,-6,-2
321462,0.851496285,0.148503715,2,1,1,5,7,2,20,1,1,-2
321493,0.531135914,0.468864086,-1,1,1,4,6,1,24,2,2,-2
321509,0.695149812,0.304850188,2,1,1,4,5,2,20,1,2,-2
321516,0.579204665,0.420795335,1,1,1,3,4,1,35,1,2,-2
321585,0.569181511,0.430818489,2,1,1,5,5,1,23,2,3,-2
321592,0.285160944,0.714839056,1,1,1,4,3,2,57,2,3,-2
321608,0.325597506,0.674402494,1,1,1,3,3,2,66,1,2,-2
321622,0.637628061,0.362371939,-1,4,1,6,5,2,62,1,4,-2
321677,0.272099132,0.727900868,1,1,1,2,2,2,65,2,2,-2
321691,0.263805829,0.736194171,1,1,1,4,3,2,67,2,2,-2
321813,0.449470522,0.550529478,-1,1,1,3,4,2,49,1,2,-2
321820,0.614858563,0.385141437,2,1,1,5,5,1,36,2,2,-2
321851,0.589905649,0.410094351,-1,1,-6,4,6,2,27,1,-6,-2
321868,0.559625929,0.440374071,-1,1,1,4,5,1,26,2,2,-2
321905,0.864740862,0.135259138,2,1,1,6,7,2,59,1,1,-2
321943,0.421425684,0.578574316,-1,1,-6,99,4,1,61,2,-6,-2
321974,0.29003337,0.70996663,1,1,1,99,1,2,30,1,2,-2
322021,0.189263657,0.810736343,-1,2,-6,99,1,1,25,2,-6,-2
322038,0.284989391,0.715010609,1,1,1,2,1,1,38,1,1,-2
