caseid,p_romney,p_obama,presvote2012_x,dem_raceeth_x,discuss_disc,libcpre_self,pid_x,relig_church,dem_age_r_x,gender_respondent_x,paprofile_interestpolit,patriot_flag,sample_stfips
366,0.162408157,0.837591843,-2,1,1,-9,3,2,75,1,-1,2,42
367,0.595547541,0.404452459,2,1,1,4,6,1,56,1,-1,1,42
368,0.285949711,0.714050289,-2,1,1,-2,2,1,25,2,-1,1,42
369,0.123707072,0.876292928,-2,1,2,-8,3,2,70,2,-1,2,42
370,0.175400559,0.824599441,1,1,1,3,1,2,65,2,-1,1,42
371,0.855118891,0.144881109,2,1,1,6,6,1,80,1,-1,1,42
372,0.837779345,0.162220655,2,1,1,5,5,1,41,1,-1,1,42
373,0.950915069,0.049084931,2,1,1,6,7,1,21,1,-1,1,42
374,0.949825011,0.050174989,2,1,1,6,7,1,39,1,-1,1,42
375,0.931129595,0.068870405,2,1,1,7,7,1,53,2,-1,1,42
376,0.161799273,0.838200727,1,1,1,4,3,2,53,1,-1,3,42
377,0.218859274,0.781140726,-2,3,2,5,4,2,40,1,-1,4,42
378,0.171563678,0.828436322,1,1,1,3,1,1,67,2,-1,1,42
379,0.045998408,0.954001592,1,6,1,2,1,2,46,1,-1,2,42
380,0.081433919,0.918566081,1,1,1,2,1,2,64,1,-1,4,42
381,0.428363468,0.571636532,1,1,1,3,2,1,58,1,-1,1,42
382,0.138631327,0.861368673,1,1,2,2,2,1,42,2,-1,3,42
383,0.550777862,0.449222138,-2,1,2,-2,4,1,70,2,-1,1,42
384,0.917847772,0.082152228,2,1,2,6,7,1,49,1,-1,1,42
385,0.344528902,0.655471098,-2,5,2,-2,4,1,20,1,-1,2,42
386,0.37827036,0.62172964,2,1,1,4,4,1,40,2,-1,1,42
387,0.939427171,0.060572829,2,1,1,6,7,1,53,1,-1,3,42
388,0.064012229,0.935987771,1,1,1,1,1,1,71,2,-1,4,42
389,0.927105689,0.072894311,2,1,1,6,5,1,84,1,-1,1,42
390,0.658009237,0.341990763,1,1,1,6,4,1,79,2,-1,2,42
391,0.666304358,0.333695642,-2,1,1,6,6,2,41,1,-1,1,42
392,0.662899874,0.337100126,-2,1,2,7,6,1,70,2,-1,1,42
393,0.949685832,0.050314168,2,1,1,6,7,1,29,1,-1,1,42
394,0.657723378,0.342276622,-2,1,2,5,4,1,61,1,-1,1,42
395,0.810737109,0.189262891,2,1,1,5,7,1,63,2,-1,2,42
396,0.519023165,0.480976835,-2,1,2,-2,6,2,71,2,-1,1,42
397,0.105772693,0.894227307,1,1,2,2,1,1,59,2,-1,1,42
398,0.512344944,0.487655056,-2,1,2,3,4,1,74,1,-1,1,42
399,0.272237907,0.727762093,-2,1,1,-2,2,1,26,2,-1,1,42
400,0.046388468,0.953611532,-2,5,1,1,1,2,40,2,-1,2,42
401,0.060553539,0.939446461,1,1,2,1,1,2,65,1,-1,-8,42
402,0.668610921,0.331389079,2,1,1,4,7,1,22,2,-1,2,42
403,0.191982648,0.808017352,1,1,1,3,2,2,27,1,-1,2,42
404,0.717148049,0.282851951,2,1,1,4,7,1,65,2,-1,2,42
405,0.22844853,0.77155147,-2,1,1,5,1,2,62,2,-1,1,44
406,0.088195503,0.911804497,1,1,1,2,2,2,64,1,-1,2,44
407,0.085434243,0.914565757,2,1,2,4,3,2,37,1,-1,3,44
408,0.699769854,0.300230146,2,1,1,6,5,1,75,1,-1,2,44
409,0.24907019,0.75092981,-2,1,2,-2,4,1,39,1,-1,5,44
410,0.063145037,0.936854963,-2,5,2,2,2,2,26,2,-1,2,44
411,0.225344504,0.774655496,-2,1,1,-2,4,1,51,2,-1,2,44
412,0.727635336,0.272364664,2,1,1,5,5,1,56,1,-1,1,44
413,0.085409481,0.914590519,1,1,1,4,3,2,58,2,-1,3,44
414,0.279440229,0.720559771,1,2,2,4,1,2,25,2,-1,1,45
415,0.696283413,0.303716587,2,1,2,5,5,1,54,2,-1,2,45
416,0.921339742,0.078660258,2,1,1,5,5,1,64,1,-1,1,45
417,0.476657742,0.523342258,2,1,1,-2,3,1,63,1,-1,1,45
418,0.036927508,0.963072492,-2,2,-6,-2,1,1,35,1,-1,-6,45
419,0.393460035,0.606539965,-2,6,2,-2,3,2,37,1,-1,1,45
420,0.795909079,0.204090921,-2,1,2,3,5,2,57,1,-1,1,45
421,0.885798254,0.114201746,2,1,2,-2,5,1,34,1,-1,1,45
422,0.134496748,0.865503252,-2,2,1,-2,2,2,35,2,-1,2,45
423,0.577239994,0.422760006,-2,1,1,-2,4,2,21,1,-1,4,45
424,0.425385179,0.574614821,-2,1,2,2,2,1,68,2,-1,1,47
425,0.939562206,0.060437794,2,1,1,5,7,1,80,1,-1,2,47
426,0.923394662,0.076605338,2,1,2,-2,7,1,55,1,-1,2,47
427,0.851462369,0.148537631,2,1,2,4,5,1,73,1,-1,2,47
428,0.632364357,0.367635643,-2,1,2,4,2,1,71,2,-1,1,47
429,0.29508279,0.70491721,-2,6,-6,-2,3,2,56,2,-1,-6,47
430,0.622677912,0.377322088,1,1,1,4,4,1,19,2,-1,1,47
431,0.484518384,0.515481616,-2,6,2,4,4,2,28,2,-1,1,47
432,0.881227735,0.118772265,-2,1,1,6,7,2,71,1,-1,5,47
433,0.550399823,0.449600177,-2,1,1,-8,4,2,90,2,-1,1,47
434,0.486578079,0.513421921,1,1,1,4,4,1,57,2,-1,2,48
435,0.486008836,0.513991164,-2,1,1,4,3,1,40,1,-1,1,48
436,0.803283337,0.196716663,-2,1,1,-2,6,1,37,2,-1,1,48
437,0.683471568,0.316528432,-2,1,-6,2,7,1,22,1,-1,-6,48
438,0.287357276,0.712642724,1,1,1,4,1,1,63,2,-1,2,48
439,0.423817856,0.576182144,-2,5,2,4,2,1,28,1,-1,3,48
440,0.503533275,0.496466725,1,1,2,6,1,1,69,1,-1,2,48
441,0.22480449,0.77519551,1,5,1,2,1,1,39,1,-1,1,48
442,0.683308014,0.316691986,-2,5,2,7,4,1,23,2,-1,3,48
443,0.199189394,0.800810606,1,5,1,-2,1,2,64,2,-1,3,48
444,0.965068498,0.034931502,2,1,2,-2,7,1,62,1,-1,1,48
445,0.458459241,0.541540759,2,1,1,4,3,1,46,2,-1,1,49
446,0.54128428,0.45871572,1,1,1,4,3,1,22,1,-1,3,49
447,0.487499233,0.512500767,-2,1,1,-2,4,1,29,2,-1,2,49
448,0.731977147,0.268022853,-2,1,1,4,6,1,39,1,-1,3,49
449,0.936312676,0.063687324,2,1,1,6,5,1,54,2,-1,1,49
450,0.714714786,0.285285214,2,1,1,6,6,2,54,1,-1,2,49
451,0.56200721,0.43799279,-2,1,2,-2,4,1,21,2,-1,2,49
452,0.408065985,0.591934015,1,1,1,2,1,1,57,1,-1,1,49
453,0.170719592,0.829280408,1,1,2,3,3,2,34,1,-1,3,51
454,0.797977067,0.202022933,2,1,1,6,6,1,76,2,-1,1,51
455,0.183562403,0.816437597,-9,1,1,4,1,2,61,2,-1,2,51
456,0.134895946,0.865104054,1,5,2,4,3,1,34,2,-1,2,51
457,0.435074629,0.564925371,2,1,1,4,2,1,22,2,-1,1,51
458,0.268922765,0.731077235,1,1,1,4,3,2,-2,1,-1,3,51
459,0.907542911,0.092457089,2,1,1,7,7,1,56,2,-1,2,51
460,0.300350364,0.699649636,-2,1,1,4,6,2,54,2,-1,2,51
461,0.753568628,0.246431372,-2,1,1,5,6,1,25,1,-1,1,51
462,0.958229318,0.041770682,2,1,1,7,7,1,23,1,-1,1,51
463,0.896284082,0.103715918,2,1,1,6,5,1,66,2,-1,1,51
464,0.672036346,0.327963654,-9,1,2,-2,6,1,54,2,-1,1,51
465,0.039046936,0.960953064,-2,1,-6,2,1,1,26,2,-1,-6,51
466,0.705606917,0.294393083,2,1,1,6,6,1,40,1,-1,2,51
467,0.626920831,0.373079169,-2,1,1,-2,6,2,21,2,-1,1,51
468,0.156860377,0.843139623,1,1,1,2,2,1,55,2,-1,2,51
469,0.18280286,0.81719714,-2,1,2,2,2,1,24,2,-1,3,51
470,0.126795595,0.873204405,1,1,1,4,3,2,45,2,-1,2,51
471,0.151644579,0.848355421,1,1,1,-2,2,1,29,2,-1,2,53
472,0.206094774,0.793905226,1,5,2,4,3,1,28,1,-1,1,53
473,0.925432005,0.074567995,2,1,1,6,7,1,65,2,-1,1,53
474,0.879997788,0.120002212,2,1,1,6,7,2,66,2,-1,1,53
475,0.355628484,0.644371516,1,1,2,4,6,1,58,2,-1,1,53
476,0.324835662,0.675164338,-2,1,1,3,2,1,51,1,-1,1,53
477,0.070183988,0.929816012,1,1,1,-8,1,2,34,2,-1,2,53
478,0.170272415,0.829727585,-2,1,1,-2,2,2,30,2,-1,3,53
479,0.599262651,0.400737349,-2,1,1,-2,5,2,26,2,-1,3,53
480,0.454139211,0.545860789,2,1,1,4,6,1,57,2,-1,1,55
481,0.234869453,0.765130547,-2,1,1,4,3,1,53,1,-1,1,55
482,0.212843661,0.787156339,1,1,1,4,1,1,46,2,-1,1,55
483,0.200890099,0.799109901,-9,4,1,-2,2,1,23,2,-1,2,55
484,0.809575122,0.190424878,1,1,1,4,7,2,-2,1,-1,1,55
485,0.186891975,0.813108025,1,5,1,4,3,1,24,1,-1,3,55
486,0.156761866,0.843238134,1,6,1,4,3,1,41,1,-1,3,55
487,0.100296355,0.899703645,1,1,1,2,2,2,33,2,-1,3,55
488,0.10745448,0.89254552,1,1,1,-2,1,2,41,1,-1,4,55
489,0.043598859,0.956401141,1,1,1,2,3,1,36,2,-1,2,55
490,0.217689597,0.782310403,-2,1,-6,-2,2,1,58,2,-1,-6,55
491,0.666108926,0.333891074,-2,1,2,4,5,2,25,1,-1,1,55
492,0.329354271,0.670645729,1,5,2,6,4,2,43,2,-1,4,55
493,0.194364065,0.805635935,1,5,1,4,2,1,19,2,-1,2,55
494,0.494827225,0.505172775,1,1,1,4,5,2,39,1,-1,2,55
495,0.298937808,0.701062192,1,2,1,5,1,1,63,1,-1,3,1
496,0.389044962,0.610955038,1,2,1,5,2,1,58,1,-1,1,1
497,0.091030474,0.908969526,1,2,1,-2,1,1,57,2,-1,1,1
498,0.107782202,0.892217798,1,2,1,-2,1,1,30,1,-1,1,1
499,0.243796524,0.756203476,-2,2,-6,7,1,1,53,1,-1,-6,1
500,0.161568199,0.838431801,-2,2,2,-2,3,1,54,2,-1,3,1
501,0.095119432,0.904880568,-2,2,1,-2,3,1,52,2,-1,2,1
502,0.882070581,0.117929419,2,3,1,7,7,2,44,1,-1,1,6
503,0.168139705,0.831860295,-2,5,1,-2,2,1,21,1,-1,2,6
504,0.038863293,0.961136707,1,5,1,1,2,1,31,2,-1,5,6
505,0.169298614,0.830701386,-2,5,1,4,2,1,20,1,-1,2,6
506,0.549688586,0.450311414,2,5,2,6,7,1,20,2,-1,5,6
507,0.139277578,0.860722422,1,5,1,-2,2,2,38,1,-1,2,6
508,0.174646179,0.825353821,1,5,2,-2,2,2,20,1,-1,2,6
509,0.045407304,0.954592696,1,5,1,1,1,1,50,2,-1,1,6
510,0.183416719,0.816583281,-2,5,1,6,1,1,81,2,-1,2,6
511,0.062640678,0.937359322,1,5,1,2,1,1,40,1,-1,1,6
512,0.203833381,0.796166619,-2,5,1,6,3,1,35,1,-1,1,6
513,0.035725467,0.964274533,1,5,1,2,1,1,38,2,-1,3,6
514,0.290492917,0.709507083,-2,5,2,-2,2,1,72,1,-1,1,6
515,0.230291112,0.769708888,1,5,1,-2,2,2,31,1,-1,1,6
516,0.049123626,0.950876374,1,5,1,3,1,1,42,2,-1,2,6
517,0.023462285,0.976537715,1,5,1,2,1,1,36,2,-1,2,6
518,0.181256312,0.818743688,1,5,1,-2,2,2,71,1,-1,4,6
519,0.139822594,0.860177406,1,5,2,3,1,2,25,1,-1,3,6
520,0.064115259,0.935884741,1,5,1,-2,1,1,-2,2,-1,3,6
521,0.142249619,0.857750381,-2,5,1,4,1,1,46,1,-1,1,6
522,0.110596392,0.889403608,1,5,1,5,2,1,53,2,-1,2,6
524,0.440345407,0.559654593,2,5,1,6,6,1,48,2,-1,3,6
525,0.168540398,0.831459602,-2,5,-6,6,3,1,56,2,-1,-6,6
526,0.027796528,0.972203472,5,5,1,2,3,1,25,2,-1,2,6
527,0.102949916,0.897050084,2,5,2,5,2,1,52,2,-1,2,6
528,0.207280947,0.792719053,-2,5,2,4,2,1,32,1,-1,1,6
529,0.127450619,0.872549381,1,5,1,4,3,2,40,1,-1,1,6
530,0.33163087,0.66836913,-2,-9,1,5,6,1,24,1,-1,3,6
531,0.056415385,0.943584615,1,5,1,-2,1,1,58,1,-1,2,6
532,0.123544378,0.876455622,-2,5,2,4,3,2,23,1,-1,3,6
533,0.174298714,0.825701286,-2,5,1,-2,2,1,17,1,-1,3,6
534,0.616495791,0.383504209,2,5,1,5,7,1,27,2,-1,2,6
535,0.338801637,0.661198363,1,5,1,6,1,2,-2,1,-1,1,6
536,0.404559986,0.595440014,1,5,2,-2,5,1,28,2,-1,3,6
537,0.230894013,0.769105987,1,5,1,4,4,2,62,2,-1,1,6
538,0.174358902,0.825641098,1,5,1,-2,2,2,26,1,-1,3,6
539,0.352645352,0.647354648,2,5,1,5,6,2,33,1,-1,3,6
540,0.102786857,0.897213143,1,5,1,4,1,1,52,2,-1,1,6
541,0.080423611,0.919576389,1,5,1,-2,1,2,40,1,-1,1,6
542,0.238252784,0.761747216,-2,5,2,-2,4,1,35,1,-1,2,6
543,0.131570809,0.868429191,1,1,1,4,1,1,67,2,-1,1,6
544,0.061380472,0.938619528,1,5,2,-2,3,1,32,2,-1,2,6
545,0.221750188,0.778249812,1,5,1,-2,2,1,35,1,-1,1,6
546,0.26673004,0.73326996,-2,5,2,-2,4,2,18,1,-1,2,6
547,0.108525623,0.891474377,-2,5,-6,-2,2,1,23,2,-1,-6,10
548,0.069218529,0.930781471,-2,5,1,-2,1,1,30,1,-1,4,10
549,0.549065065,0.450934935,-2,2,1,6,5,1,21,2,-1,1,10
550,0.056810453,0.943189547,1,2,1,-2,1,1,71,1,-1,2,12
551,0.125409322,0.874590678,1,2,1,3,1,1,34,1,-1,1,12
552,0.047662483,0.952337517,1,2,1,-2,1,1,40,2,-1,1,12
553,0.043552451,0.956447549,1,2,1,-2,1,1,32,1,-1,3,12
554,0.178485967,0.821514033,1,6,1,3,1,1,39,2,-1,1,12
555,0.052501546,0.947498454,1,2,1,-2,1,1,50,2,-1,1,12
556,0.08378548,0.91621452,1,2,2,4,3,1,33,1,-1,2,12
557,0.073338123,0.926661877,1,2,2,-2,1,1,32,2,-1,2,12
558,0.189975193,0.810024807,1,2,1,5,1,1,23,1,-1,1,12
559,0.100500081,0.899499919,1,2,1,-2,3,1,20,1,-1,1,12
560,0.265313457,0.734686543,1,2,1,7,1,1,58,1,-1,2,12
561,0.048431177,0.951568823,1,2,1,-2,1,1,56,2,-1,1,12
562,0.046443494,0.953556506,1,2,1,-2,1,1,43,2,-1,1,12
563,0.063173269,0.936826731,1,2,1,4,3,1,33,2,-1,3,12
564,0.2696631,0.7303369,1,2,1,6,1,1,47,2,-1,1,12
565,0.065990707,0.934009293,1,2,1,4,3,1,19,2,-1,2,12
566,0.044028624,0.955971376,1,2,1,-2,1,1,52,1,-1,2,12
567,0.068526164,0.931473836,1,2,2,4,3,1,32,2,-1,2,12
568,0.192557207,0.807442793,1,2,1,4,2,1,42,1,-1,3,12
569,0.054355718,0.945644282,1,2,1,-2,1,1,48,1,-1,1,12
570,0.121945701,0.878054299,1,2,2,-2,1,1,33,2,-1,1,12
571,0.117750157,0.882249843,1,2,2,-2,1,1,49,1,-1,2,12
572,0.03252032,0.96747968,1,2,1,2,1,1,61,2,-1,4,12
573,0.081552267,0.918447733,1,2,1,4,1,1,47,2,-1,2,12
574,0.044319875,0.955680125,1,2,1,-2,1,1,38,2,-1,1,12
575,0.230580232,0.769419768,1,2,1,6,2,1,27,1,-1,5,12
576,0.115555258,0.884444742,1,2,1,4,1,1,33,2,-1,3,12
577,0.155647309,0.844352691,1,2,1,6,1,1,44,2,-1,2,12
578,0.466833372,0.533166628,-2,6,2,3,5,1,49,1,-1,5,12
579,0.37662983,0.62337017,-2,2,2,5,5,2,28,1,-1,3,12
580,0.054618821,0.945381179,1,2,1,-2,1,1,41,1,-1,1,12
581,0.043608064,0.956391936,1,2,1,-2,1,1,34,2,-1,1,12
582,0.24931118,0.75068882,-2,2,2,-2,4,1,53,2,-1,1,12
583,0.160009115,0.839990885,1,2,1,4,1,1,38,1,-1,1,12
584,0.031851538,0.968148462,1,2,1,-2,3,2,38,2,-1,3,17
585,0.065366148,0.934633852,-2,2,-6,-2,2,1,78,2,-1,-6,17
586,0.233248093,0.766751907,1,2,1,6,1,1,62,2,-1,1,17
587,0.070064679,0.929935321,1,2,1,4,3,2,18,1,-1,3,17
588,0.081357598,0.918642402,1,2,2,-2,1,1,67,2,-1,1,17
589,0.030248786,0.969751214,1,2,1,-2,1,2,64,2,-1,3,17
590,0.574544922,0.425455078,1,6,1,4,5,1,31,1,-1,1,17
591,0.051030344,0.948969656,1,2,2,-2,1,1,50,2,-1,2,17
592,0.033932492,0.966067508,1,2,1,2,1,2,41,1,-1,1,17
593,0.028212637,0.971787363,1,2,1,-2,1,1,65,2,-1,1,17
594,0.039024055,0.960975945,-2,2,-6,4,1,1,66,2,-1,-6,17
595,0.018165083,0.981834917,1,2,1,-2,3,1,39,2,-1,2,17
596,0.137218296,0.862781704,1,-9,1,5,3,1,58,2,-1,1,17
597,0.046190727,0.953809273,-2,2,2,-2,3,2,40,2,-1,3,17
598,0.019731558,0.980268442,1,2,1,-2,1,1,44,2,-1,3,17
599,0.086943778,0.913056222,1,2,1,-2,2,2,25,1,-1,3,17
600,0.150860767,0.849139233,1,2,2,-2,2,2,65,1,-1,3,17
601,0.053462646,0.946537354,1,2,1,2,2,1,28,1,-1,3,17
602,0.033859497,0.966140503,-2,2,-6,-2,3,2,33,2,-1,-6,17
603,0.167174722,0.832825278,1,6,1,4,1,1,76,1,-1,4,17
604,0.011831507,0.988168493,-2,2,-6,-2,1,1,35,2,-1,-6,17
605,0.131089076,0.868910924,-2,2,1,5,1,1,19,1,-1,1,17
606,0.048378666,0.951621334,1,2,1,4,1,1,58,2,-1,2,17
607,0.111404592,0.888595408,1,2,1,5,1,1,60,2,-1,1,17
608,0.046675215,0.953324785,-2,2,1,-2,4,1,34,2,-1,4,17
609,0.046822082,0.953177918,1,2,2,1,1,1,56,2,-1,2,17
610,0.199406043,0.800593957,1,2,1,6,1,1,37,1,-1,3,17
611,0.034921924,0.965078076,1,6,1,-2,1,1,22,2,-1,4,17
612,0.021485581,0.978514419,1,2,1,-2,1,1,29,2,-1,1,17
613,0.094592917,0.905407083,1,2,1,5,1,1,54,2,-1,1,17
614,0.039747139,0.960252861,-2,2,1,-2,3,1,18,1,-1,4,17
615,0.040589661,0.959410339,1,2,1,5,3,1,38,2,-1,1,17
616,0.190382894,0.809617106,1,2,1,-2,2,1,23,2,-1,3,21
617,0.09381601,0.90618399,1,2,1,2,1,1,25,2,-1,3,21
618,0.240063252,0.759936748,1,6,1,3,3,2,38,1,-1,2,21
619,0.11048272,0.88951728,1,2,1,3,1,1,58,2,-1,2,21
620,0.161309853,0.838690147,-2,2,2,-2,4,2,24,2,-1,2,21
621,0.204423154,0.795576846,1,2,1,4,1,1,25,2,-1,3,21
622,0.178116535,0.821883465,-2,5,2,2,1,1,30,2,-1,1,35
623,0.152101875,0.847898125,1,5,2,3,4,2,26,2,-1,2,35
624,0.310059785,0.689940215,2,5,1,3,4,1,31,2,-1,1,35
625,0.948527794,0.051472206,2,5,1,-2,7,-9,53,1,-1,1,35
626,0.851511158,0.148488842,-2,5,1,6,5,1,51,1,-1,1,35
627,0.129383151,0.870616849,-2,5,1,2,2,2,34,2,-1,3,35
628,0.216986636,0.783013364,1,5,1,-2,2,-8,66,2,-1,2,35
629,0.292302777,0.707697223,1,5,2,4,1,1,67,1,-1,5,35
630,0.104763579,0.895236421,1,5,1,-2,1,1,35,2,-1,1,35
631,0.056851273,0.943148727,1,5,1,-2,1,-9,23,2,-1,1,35
632,0.333511124,0.666488876,1,5,2,-2,2,2,28,1,-1,1,35
633,0.311372578,0.688627422,-2,5,2,3,4,1,53,1,-1,4,35
634,0.129263547,0.870736453,-2,5,1,3,3,1,36,1,-1,2,35
635,0.094916777,0.905083223,-2,5,1,-2,1,1,25,2,-1,1,35
636,0.168152048,0.831847952,-2,5,-6,-2,2,2,71,1,-1,-6,35
637,0.371620455,0.628379545,-2,5,-6,4,4,1,38,1,-1,-6,35
638,0.511445507,0.488554493,2,5,1,3,5,2,30,2,-1,1,35
639,0.280096511,0.719903489,2,5,1,4,2,1,46,2,-1,1,35
640,0.268833253,0.731166747,1,5,1,-2,2,1,60,1,-1,1,36
641,0.144535281,0.855464719,-2,5,-7,6,1,1,-2,2,-1,-7,36
642,0.054186473,0.945813527,-2,5,-6,-8,3,2,-2,2,-1,-6,36
643,0.068619303,0.931380697,-2,5,1,4,1,2,36,2,-1,2,36
644,0.0758935,0.9241065,1,5,2,4,1,2,42,2,-1,2,36
645,0.0462257,0.9537743,-2,2,-6,4,3,1,-2,1,-1,-6,36
646,0.081194731,0.918805269,1,2,1,6,2,1,51,2,-1,2,36
647,0.065160359,0.934839641,1,2,1,-2,4,2,30,1,-1,3,36
648,0.064029461,0.935970539,1,2,2,1,1,1,48,1,-1,1,36
649,0.052289556,0.947710444,1,2,1,5,1,1,73,2,-1,2,36
650,0.045451965,0.954548035,1,2,1,3,2,2,47,1,-1,2,36
651,0.095542827,0.904457173,1,2,2,-2,2,1,77,2,-1,2,36
652,0.161328409,0.838671591,1,2,1,6,1,1,-2,1,-1,1,36
653,0.058019269,0.941980731,1,2,2,-2,1,1,42,2,-1,1,36
654,0.027151212,0.972848788,1,2,1,-2,1,1,65,2,-1,1,36
655,0.145556894,0.854443106,-2,5,2,-2,2,2,24,1,-1,4,36
656,0.484483525,0.515516475,-2,5,1,-2,5,2,24,1,-1,2,36
657,0.030219287,0.969780713,1,2,1,1,1,2,56,2,-1,5,42
658,0.08236027,0.91763973,1,2,1,4,3,1,51,1,-1,1,42
659,0.365354518,0.634645482,1,4,1,6,1,1,82,2,-1,3,42
660,0.047700392,0.952299608,1,2,1,4,1,1,47,1,-1,4,42
661,0.029054969,0.970945031,1,2,1,2,1,1,43,2,-1,3,42
662,0.077255326,0.922744674,1,1,1,2,1,1,58,2,-1,3,42
663,0.48641431,0.51358569,-2,5,2,4,4,2,52,2,-1,1,48
664,0.186278669,0.813721331,-2,5,-6,5,1,2,35,1,-1,-6,48
665,0.404401784,0.595598216,-2,5,-6,-2,4,1,43,2,-1,-6,48
666,0.23950595,0.76049405,-2,5,1,-2,3,2,41,1,-1,2,48
667,0.257254418,0.742745582,1,5,1,3,3,1,30,2,-1,1,48
668,0.220913811,0.779086189,-2,5,2,-2,3,2,22,2,-1,2,48
669,0.457501251,0.542498749,-2,5,2,4,5,2,18,1,-1,2,55
670,0.339153559,0.660846441,-2,5,2,3,4,2,26,1,-1,1,55
671,0.165659616,0.834340384,1,5,1,3,1,1,67,1,-1,2,55
672,0.890467593,0.109532407,2,5,1,6,7,1,52,1,-1,4,55
673,0.295813952,0.704186048,1,5,1,-2,3,2,44,1,-1,1,4
674,0.220511561,0.779488439,1,5,1,-2,1,2,27,1,-1,1,4
675,0.145479555,0.854520445,1,5,1,-2,1,2,24,2,-1,2,4
676,0.416902196,0.583097804,1,6,1,6,1,1,46,2,-1,2,4
677,0.588579733,0.411420267,2,5,1,4,6,1,29,2,-1,1,4
678,0.390713946,0.609286054,1,5,2,-2,3,2,19,1,-1,1,4
679,0.725370764,0.274629236,1,5,2,-2,5,1,18,1,-1,2,4
680,0.313721707,0.686278293,-2,5,2,-2,3,2,19,1,-1,3,4
681,0.448499409,0.551500591,2,1,2,-2,4,2,50,2,-1,2,4
682,0.957839923,0.042160077,2,5,1,6,7,1,49,1,-1,1,4
683,0.243439286,0.756560714,-2,5,1,2,4,2,37,2,-1,3,4
684,0.562563045,0.437436955,-2,6,2,-2,4,2,51,1,-1,2,4
685,0.854610684,0.145389316,2,5,1,6,5,1,40,2,-1,1,4
686,0.945148471,0.054851529,2,3,2,6,7,1,71,1,-1,2,4
687,0.311655581,0.688344419,-2,5,2,4,3,2,28,1,-1,4,4
688,0.139915617,0.860084383,-2,5,2,1,4,2,30,2,-1,2,4
689,0.215890146,0.784109854,-2,5,2,3,3,2,34,2,-1,1,4
690,0.185519251,0.814480749,1,5,1,3,1,1,25,2,-1,2,4
691,0.379668737,0.620331263,1,5,2,-2,2,1,47,1,-1,2,4
692,0.458289424,0.541710576,-2,5,2,-8,4,1,30,1,-1,2,4
693,0.247080226,0.752919774,1,5,2,2,1,1,66,1,-1,2,4
694,0.223901925,0.776098075,-2,5,2,-2,3,2,36,2,-1,4,4
695,0.163295215,0.836704785,1,5,2,2,2,2,20,2,-1,2,4
696,0.244339391,0.755660609,1,5,1,4,3,1,46,2,-1,3,4
697,0.581740475,0.418259525,-2,5,1,-2,4,1,40,1,-1,1,4
698,0.638356177,0.361643823,2,5,2,3,7,1,48,2,-1,2,4
699,0.281035555,0.718964445,1,5,2,2,1,2,68,1,-1,3,4
700,0.173360021,0.826639979,1,5,1,-2,2,1,42,2,-1,1,6
701,0.027758033,0.972241967,1,2,1,4,3,1,31,1,-1,3,6
702,0.038895323,0.961104677,1,2,1,-9,-2,1,64,2,-1,4,6
703,0.191221948,0.808778052,-2,5,2,-2,2,1,20,1,-1,3,6
704,0.087162564,0.912837436,-2,5,1,4,3,1,38,1,-1,2,6
705,0.048713134,0.951286866,1,5,1,-2,1,2,29,2,-1,2,6
706,0.010165441,0.989834559,-2,2,1,-2,1,1,22,2,-1,4,6
707,0.116183092,0.883816908,-2,5,1,-2,2,1,25,2,-1,3,6
708,0.101755412,0.898244588,1,5,1,-2,2,2,30,2,-1,2,6
709,0.024117147,0.975882853,1,5,1,1,1,1,27,2,-1,2,6
710,0.246014097,0.753985903,-2,5,2,3,4,1,-2,2,-1,1,6
711,0.097812266,0.902187734,1,5,1,4,1,1,39,1,-1,2,6
712,0.152214046,0.847785954,1,5,2,6,1,1,49,2,-1,2,6
713,0.022593156,0.977406844,1,1,1,2,1,1,44,2,-1,4,6
714,0.04631505,0.95368495,1,1,1,2,1,1,69,2,-1,1,6
715,0.081000573,0.918999427,-2,1,2,-2,2,2,45,2,-1,2,6
716,0.078726728,0.921273272,1,1,2,3,3,1,37,1,-1,4,6
717,0.087831059,0.912168941,1,1,1,3,2,1,66,2,-1,2,6
718,0.702057666,0.297942334,-2,5,-6,3,7,1,24,2,-1,-6,6
719,0.027820504,0.972179496,1,1,1,2,2,2,27,2,-1,2,6
720,0.424290399,0.575709601,2,1,1,5,5,1,62,2,-1,2,6
721,0.153556464,0.846443536,-2,3,1,4,4,1,35,1,-1,4,6
722,0.361948321,0.638051679,-2,5,-6,3,6,1,20,2,-1,-6,6
723,0.078533194,0.921466806,1,5,2,4,1,1,33,2,-1,2,6
724,0.043017505,0.956982495,1,1,1,2,1,1,37,1,-1,3,6
725,0.033166621,0.966833379,1,5,1,2,1,1,44,2,-1,3,6
726,0.292167482,0.707832518,2,1,1,5,6,1,70,2,-1,2,6
727,0.116328413,0.883671587,1,1,1,4,1,1,44,2,-1,1,6
728,0.913050023,0.086949977,2,1,1,6,7,2,55,1,-1,1,6
729,0.02744065,0.97255935,1,5,1,2,1,2,32,2,-1,2,6
730,0.031510152,0.968489848,1,5,2,2,3,1,42,2,-1,2,6
731,0.507557109,0.492442891,5,3,1,5,5,1,51,1,-1,2,6
732,0.042854608,0.957145392,-2,1,2,4,3,2,47,2,-1,2,6
733,0.918272712,0.081727288,-2,1,1,6,7,1,58,2,-1,1,6
