ID,Inc,Hisp,Age,WHITE,Gender
R_31jx48bDeWyjfSq,$25K to $50K,Not Hispanic,29,White,Female
R_30kl6uwpvEzPAuv,Less than $15K,Not Hispanic,32,Non-white,Male
R_8w7OxqEy0w7pJtj,$75K to $100K,Not Hispanic,25,White,Female
R_Q9NDcH2VtwKqp4B,$15K to $25K,Not Hispanic,50,Non-white,Female
R_2QgpzyiHcgXgez6,$15K to $25K,Not Hispanic,30,White,Female
R_1E1h6v6iMhNZGbD,$25K to $50K,Not Hispanic,20,White,Female
R_2xxEcYD8Er8ekMH,$200K to $250K,Not Hispanic,29,White,Female
R_AM1mAebxAvX27AZ,$100K to $150K,Not Hispanic,38,White,Female
R_1GwaZ5MY0nPfi06,$15K to $25K,Not Hispanic,23,White,Male
R_1FKBE87fnVAOQjC,$250K to $500K,Not Hispanic,15,White,Male
R_3KNgSdv17epDj2H,$100K to $150K,Not Hispanic,39,White,Male
R_OsdwndwvWji4T7z,$100K to $150K,Not Hispanic,23,White,Female
R_3pnWbdfyXZSprTQ,Less than $15K,Not Hispanic,40,Non-white,Female
R_308heuSQzIUhtji,$100K to $150K,Not Hispanic,40,Non-white,Female
R_3h0i7XpFHy66xVf,$75K to $100K,Not Hispanic,47,White,Male
R_sC2Ysxjx8FiKyE9,$25K to $50K,Not Hispanic,16,Non-white,Female
R_ZmfPPCuX5YDDmz7,$75K to $100K,Not Hispanic,32,White,Male
R_1exTWxqAv7ISC49,$75K to $100K,Not Hispanic,50,White,Female
R_2s6c2RlDiLaOS2u,$75K to $100K,Not Hispanic,46,White,Female
R_2pMCXVWpR6ajHxO,Less than $15K,Hispanic,18,White,Male
R_2VKJi9TRKTMqdWy,$150K to $200K,Not Hispanic,41,White,Female
R_2RX6JGoIlxNyJgf,$150K to $200K,Hispanic,29,White,Male
R_C7Fq5YEy4TxzZhD,$100K to $150K,Not Hispanic,16,White,Male
R_vTRfkpYEgQ8LEd3,$75K to $100K,Not Hispanic,35,White,Male
R_2V4lUTVFhmA6v0L,$50K to $75K,Hispanic,29,Non-white,Male
R_3GlYpkWpLMKPXFU,$15K to $25K,Not Hispanic,40,White,Male
R_2pPlv3iDQLsWql7,$25K to $50K,Not Hispanic,30,White,Female
R_25AcCP1wmrLoqV3,$25K to $50K,Not Hispanic,23,White,Male
R_Tn3zFLtZ8Y2Er05,$50K to $75K,Not Hispanic,52,White,Female
R_27HcotqHrVXLzGC,$25K to $50K,Not Hispanic,,White,Female
R_25tR7mV7p4XS4mL,$25K to $50K,Not Hispanic,40,White,Female
R_6ySo1FNx6JLzKKZ,$50K to $75K,Hispanic,17,White,Male
R_WCYK9Slh5yDlsQ1,$150K to $200K,Not Hispanic,37,White,Female
R_VRadnZWtW04bwVr,$15K to $25K,Not Hispanic,57,White,Female
R_2dxVE1EXzZV3fSF,$25K to $50K,Not Hispanic,59,White,Male
R_2Sjp8kefXqoAPYM,$25K to $50K,Not Hispanic,49,White,Female
R_3jTpjonbnfOIyiX,$50K to $75K,Not Hispanic,26,White,Male
R_2Pur2wGki0j2BJ4,Less than $15K,Not Hispanic,48,White,Female
R_UGVMFafr5xDsEHn,$100K to $150K,Not Hispanic,61,White,Female
R_1cXF1USfqmMJbzQ,$50K to $75K,Not Hispanic,36,White,Female
R_1GOYu8V22paB794,$15K to $25K,Not Hispanic,29,White,Female
R_pnLLivueslzPJQd,$50K to $75K,Not Hispanic,32,White,Male
R_rqEhaJvtRhuy6QN,Less than $15K,Not Hispanic,15,White,Female
R_2CfGNObfYGkxhoL,$75K to $100K,Not Hispanic,51,White,Male
R_3CT60WgULHx6zSR,Less than $15K,Not Hispanic,53,White,Male
R_QhrJb3Fo8q5BctP,$75K to $100K,Not Hispanic,16,White,Female
R_3NUulQlqyUw57SG,$25K to $50K,Not Hispanic,23,White,Male
R_3dK6BmOqWMQJLbC,$25K to $50K,Not Hispanic,34,Non-white,Male
R_2w649rkrXHLMfvw,$150K to $200K,Not Hispanic,36,White,Male
R_1FfAiZWM7wZpDt6,$200K to $250K,Not Hispanic,23,White,Female
R_1LnDtQc9HGAQW2O,Less than $15K,Not Hispanic,39,White,Female
R_WeZmYAQ8khaVPQR,$75K to $100K,Not Hispanic,61,White,Female
R_b3eYzDqzU86PJhT,$50K to $75K,Hispanic,21,White,Female
R_2uWkFyHqY4FqPDI,$150K to $200K,Not Hispanic,31,White,Male
R_7WCcbJjrFENORKp,$150K to $200K,Not Hispanic,26,White,Male
R_1ES5xV4AmJLYc93,$100K to $150K,Not Hispanic,30,White,Female
R_2xVH4KaLke4Rj7H,$25K to $50K,Not Hispanic,48,White,Female
R_2cbmghAeIuWf0k7,$50K to $75K,Not Hispanic,13,White,Female
R_2V2NuJ3UrMUGjiP,$75K to $100K,Not Hispanic,20,White,Female
R_2aOYCZcIByfxxqA,$75K to $100K,Not Hispanic,32,White,Female
R_3OeLkMqRCaqlo31,$75K to $100K,,20,Non-white,Female
R_3CVCCQCthBx4PkU,$50K to $75K,Not Hispanic,20,White,Male
R_2t3iVVnyhqJYkiD,$75K to $100K,Not Hispanic,21,White,Female
R_26axrhmS11AtUCu,$50K to $75K,Not Hispanic,30,White,Female
R_2rA8fVXTlibVeMM,$75K to $100K,Not Hispanic,40,White,Female
R_3WeZEvPNWGlgkyR,$75K to $100K,Not Hispanic,22,White,Female
R_3Oq7L6WlDgOdgKk,$75K to $100K,Not Hispanic,59,White,Female
R_ug1qqyIl5AyqL05,$100K to $150K,Not Hispanic,21,White,Female
R_2OGAhNatah9MFi4,Less than $15K,Not Hispanic,20,White,Female
R_8c9AdovcXFyEx1f,$100K to $150K,Not Hispanic,25,White,Female
R_2EvppkjAy0yjpIa,$75K to $100K,Hispanic,45,White,Female
R_2XbqFHpFuPESk8z,Less than $15K,Not Hispanic,18,White,Female
R_1rkaqgOZZh3DGha,Less than $15K,Hispanic,21,White,Male
R_1jMIL1MpxuchykX,$15K to $25K,Not Hispanic,46,White,Female
R_3fSOoj35Blm8XsO,$200K to $250K,Not Hispanic,29,Non-white,Female
R_27mmbn7oHD3tWWz,$50K to $75K,Not Hispanic,33,White,Male
R_RRAumANFz8Dwhqh,$15K to $25K,Not Hispanic,18,White,Male
R_3itgc1g1SuDSVnj,$200K to $250K,Not Hispanic,26,White,Female
R_1myCwNEl4q4Fqk9,$50K to $75K,Not Hispanic,56,White,Female
R_3EWrwqmT7dpkIOR,$100K to $150K,Not Hispanic,20,White,Female
R_qyl7unmOMGXJggF,$25K to $50K,Hispanic,26,White,Male
R_31Y5FL8MBp6yhy4,Less than $15K,Not Hispanic,43,Non-white,Female
R_1hy8AHjwHsgp3AZ,$50K to $75K,Not Hispanic,24,Non-white,Female
R_2XaNYqr6fQqSWzg,$75K to $100K,Not Hispanic,23,White,Male
R_57jXrdbfVyaFVYN,$50K to $75K,Not Hispanic,29,White,Female
R_3jU766QTC8Tj8zE,$100K to $150K,Not Hispanic,25,White,Male
R_1LG1NMpzNbxhrmQ,$15K to $25K,Not Hispanic,23,Non-white,Female
R_2xz4EiquwYkK84W,$75K to $100K,Not Hispanic,37,White,Female
R_2y18L8gTZMR6AKL,$100K to $150K,Not Hispanic,38,White,Male
R_SHNeWpP24d0opCp,$50K to $75K,Not Hispanic,25,White,Female
R_3fdWAaTYllC4EG6,$50K to $75K,,25,White,Female
R_1n0dAp1kr3GugoU,$100K to $150K,Not Hispanic,25,White,Male
R_1RJbOIut0TRjDCF,$75K to $100K,Not Hispanic,23,White,Female
R_2OZPQNKAeQFw4ky,$75K to $100K,Not Hispanic,24,White,Female
R_2bN0cssnQ04WltC,Less than $15K,Not Hispanic,15,White,Female
R_PND3bZj3Lh1hsKl,$25K to $50K,Not Hispanic,30,Non-white,Female
R_33ljjpekC4Wczq6,$150K to $200K,Not Hispanic,28,White,Male
R_Tw5HtQEP6lRDGxP,$100K to $150K,Not Hispanic,64,White,Male
R_wZ8OCylekFLtYuR,$25K to $50K,Not Hispanic,26,White,Male
R_cT4YkrsAgaKhpwl,$50K to $75K,Not Hispanic,59,White,Female
R_28B7lQ2S9lWmd13,$75K to $100K,Not Hispanic,48,Non-white,Female
R_2V2BhDeRIC1sxqj,$150K to $200K,Not Hispanic,29,White,Female
R_p9IztyEv3LbhZQZ,$15K to $25K,Hispanic,38,White,Female
R_V4Pm4pdfQU7ipiN,$25K to $50K,Not Hispanic,22,White,Female
R_3Do7ca6bnuNTCs7,$50K to $75K,Not Hispanic,24,White,Male
R_3oQT6a7JXG52Q4m,$50K to $75K,Not Hispanic,22,White,Female
R_2v6rtMmk2X1Y8Ke,$150K to $200K,Not Hispanic,27,Non-white,Female
R_2YqZIqoUD9wsnaP,Less than $15K,Not Hispanic,18,White,Female
R_2tl4a6qtKbWuQzN,$25K to $50K,Not Hispanic,16,White,Female
R_UARuEa4ofLduVMd,$75K to $100K,Not Hispanic,25,White,Female
R_3iX6l2IqeaP2xHy,$75K to $100K,Not Hispanic,51,White,Female
R_3nu9mHsiJP9jMsx,$150K to $200K,Not Hispanic,28,Non-white,Female
R_2y26AYMT4U0RENX,$15K to $25K,Not Hispanic,36,White,Female
R_1jj5RGzQYrTj2F2,$50K to $75K,Not Hispanic,53,White,Female
R_1gSy9YAN163jioY,Less than $15K,Not Hispanic,19,White,Female
R_3E9zeRsNH7kYOgh,$100K to $150K,Not Hispanic,18,White,Female
R_1OvqV7kaqY3FXKd,Less than $15K,Not Hispanic,19,Non-white,Female
R_A5aqcCVsA2aAun7,$100K to $150K,Not Hispanic,41,White,Female
R_2Rb1e1CD3jK52Pb,$25K to $50K,Not Hispanic,17,Non-white,Male
R_3qqi5uN1AsVFakV,,,,,
R_DbEkTsCM6TTJlXb,$150K to $200K,Not Hispanic,21,White,Female
R_3QXKL3QRRVmpFET,,,,,
R_2wEtPduhsRjODyg,Less than $15K,Hispanic,22,White,Female
R_YPmybLd83oh7ia5,$75K to $100K,Not Hispanic,47,White,Male
R_28MvPH1Ja7m0UOS,$75K to $100K,Not Hispanic,29,White,Female
R_3oHHOAppIkNFxnD,Less than $15K,Not Hispanic,25,White,Female
R_2QRjpWIrSp5rNTQ,$100K to $150K,Not Hispanic,31,White,Female
R_DknF3Pkjgij9qrT,,,,,
R_2fuQqGlo9Z9U2Ke,,,,,
R_3dGqASf4UsgAM8e,$15K to $25K,Not Hispanic,46,White,Female
R_2ZCbVXoORPr6osq,,,,,
R_1LhXXJ0daal0yDR,$200K to $250K,Not Hispanic,45,White,Male
R_2Y505ghzyZI8cuJ,,,,,
R_2Vwh1rPgkIXsIFf,,,,,
R_qKDWZMzv8q39HPz,$15K to $25K,Not Hispanic,23,White,Female
R_OPWOmaWIwWmcwRX,,,,,
R_3OdkaqmltKKubh5,$75K to $100K,Not Hispanic,25,White,Female
R_2dN1PjT5EoFeQuE,$75K to $100K,Not Hispanic,30,White,Male
R_1eL7bIzNjQKh8xG,,,,,
R_3n1xLrnmqRWW92F,$250K to $500K,Not Hispanic,19,White,Female
R_33fjTze2xevEy6Q,,,,,
R_2ypIs37ktKxG9Ki,$75K to $100K,Not Hispanic,49,White,Female
R_3dM8nV5IgKud0RA,,,,,
R_1H1uIwuXmxSopLb,$75K to $100K,Not Hispanic,36,White,Female
R_ZlNHSPdjryIz6r7,,,,,
R_2rT4agcIVQDxiYd,,,,,
R_1GW7l1kUvextSdp,$100K to $150K,Not Hispanic,32,White,Male
R_1CpVQbkVJeCqlSK,,,,,
R_3meif2JLLYariIO,$25K to $50K,Not Hispanic,34,White,Male
R_xlxIC4jsM1YDI9b,-8,Not Hispanic,51,White,Female
R_3m1tJHTSMEnQQrB,$25K to $50K,Not Hispanic,60,White,Female
R_ZkT0wNTby2r0uuB,$150K to $200K,Not Hispanic,34,White,Male
R_1Ol5RSdYD7TJsJO,$100K to $150K,Not Hispanic,34,White,Female
R_1ptJV1pAI80kh8T,,,,,
R_ZF3RzIZ2tW80OgF,,,,,
R_9LyKlP1Mm5ekY9j,,,,,
R_1IF2VHwdfiVidDt,$15K to $25K,Not Hispanic,29,Non-white,Female
R_2U5BKrgN6OiK29t,Less than $15K,Not Hispanic,23,White,Male
R_2tfbu7k8GxBvGFq,$75K to $100K,Not Hispanic,25,Non-white,Male
R_Q0SqbHJDZNZKkoN,$75K to $100K,Not Hispanic,24,White,Male
R_3PQV66vXHVf9tvK,,,,,
R_3RvI3bq4e3JrSJD,,,,,
R_RstzLDs7sCVWrTj,$100K to $150K,Not Hispanic,15,Non-white,Female
R_u9DAkdowUcJGmsN,$75K to $100K,Not Hispanic,24,White,Female
R_1hMxKu0O6fQR0zp,$15K to $25K,Not Hispanic,24,White,Female
R_b9kZ757xDAt2tGN,$75K to $100K,Hispanic,14,Non-white,Female
R_PImMyxpuePNVESR,$75K to $100K,Not Hispanic,14,Non-white,Female
R_OrEDGJT1BWZ2bol,,,,,
R_27y8qxZJmCqWMej,,,,,
R_3pnBUTCA0w2SqAa,$200K to $250K,Not Hispanic,30,White,Male
R_3smJW6xfkqKeLgc,,,,,
R_2zwob0dRX0thdUk,,,,,
R_0Nulmrvh5Xc9lpn,,,,,
R_3meINDzDqz5r66D,,,,,
R_AmSbxPOmQjGKipH,,,,,
R_2tak2MK98PfVkzZ,$75K to $100K,Not Hispanic,46,White,Female
R_1NyaFDC72JDuu6V,,,,,
R_28SfNDpnOPcQa6R,,,,,
R_1lu8EqkjAOhrjcU,,,,,
R_ph1ANLBsZLvVA53,,,,,
R_3CJYyJPip99YQ7e,,,,,
R_pmeOCtsW02oXgUp,,,,,
R_1ps1IlwHFYVIey8,$100K to $150K,Not Hispanic,30,Non-white,Male
R_2zMj1Zg5VqnG3IZ,,,,,
R_2Tnu8lCByMFJlik,,,,,
R_3edRN3ZS5pyK21X,,,,,
R_9BwRyaoR26pe0Jv,,,,,
R_1rv1XdE8cQDALf8,,,,,
R_3rM3gO3XLxFl2p0,,,,,
R_3HvltWmsoYJnBYn,,,,,
R_2sbCZNolVKQZZCX,,,,,
R_2pPLQRkslBSOy4t,,,,,
R_3OAcCUMLfEwZFm1,,,,,
R_3h4tnvdmoKVebMj,,,,,
R_2v5GJa2KrkuEe9G,,,,,
R_0AtEECksO8iyBOh,,,,,
R_3DoMgrnIwsDDhP2,,,,,
R_1DCQGzIutRqpCDE,,,,,
R_2bOX6Yy4zWia8xz,,,55,,
R_1P1oqj26ovkELlb,,,,,
R_Z4PurbP9FRuCMfv,,,,,
R_1iqBTlimbkoB2iG,,,,,
R_1LUKvE9yWJiBPI3,,,,,
R_1hDOFpN3LWpqtY7,,,,,
R_2c2wKbYzhJIam8k,,,,,
R_OJfiiSCBalKwSdj,,,,,
R_paqsgKelFOkJRSh,,,,,
R_2fHvrRRx8QCXEZU,,,,,
R_2QnTZeUUGe7HSUV,,,,,
R_1i2vrAmdaVEYMFO,,,,,
R_1hyj9AkCJrDuTRk,,,,,
R_22RnUGP6QYxBLw0,,,,,
R_1XKTm0fhCvuiSl7,,,,,
R_1gBhTJ0ctEv72bh,,,,,
R_PHsGZnJ2txPAnIt,,,,,
R_3DjXD3BB7dRtJ4M,,,,,
R_2w4TCESS6FyWys5,,,,,
R_XvolsIn69s6jemZ,,,,,
R_11WIE48sOs22P9b,,,,,
R_DGp8fz4esJw6yzv,,,,,
R_2DUirMwzZqxSx8c,,,,,
R_1dtTzkliH99Mrnt,,,,,
R_2w4YJThyxCM74xz,,,,,
R_3MGRH2EaVZzSmn3,,,,,
R_3IQqBtcAfF8AIFR,,,,,
R_2DNdeBLrKfd6vxu,,,,,
R_Rbg1enIE119ihwJ,,,,,
R_3gOx6oTOC2ZNZQy,,,,,
R_yITgFn7oAWLtwt3,,,,,
R_1kIcPFFh7GVe7Ep,,,,,
R_z7lCWhKlk0FHZrr,,,,,
R_1PcaffRVogEcoAA,,,,,
R_3q8V7FySRVB6eV1,,,,,
R_2y705Veq0vr6q51,,,,,
R_2BnzRGNKEM62ICI,,,,,
R_7WWZnZEWS0DZPep,,,,,
R_1FQVW3AFIK4FlW6,,,,,
R_3soltvaAEyg24Qg,,,,,
R_1dpjeabTAAhjSen,,,,,
R_3KDVMzOZ1BJymL8,,,,,
R_2DUI8kQ445zVHho,,,,,
R_3dFYOnaBzmT3lfm,,,,,
R_pbJuTuz8Jqq2TbX,,,,,
R_30w7pRYFhH2tGTN,,,,,
R_2CJ9mEkw3mG7X2Z,,,,,
R_3DnB9wKnbn2rfM5,,,,,
R_2bk59z1E3wlQsLf,,,,,
R_3O2eKxZmdNEZotN,,,,,
R_3Pu88557rZT7LNv,,,,,
R_WkVZ0Mj0y3vUEKZ,,,,,
R_2V880OzkvYJepoN,,,,,
R_1Qo3kj11Hcxs5MD,,,,,
R_3j86gNm1xKjjwQ2,,,,,
R_UAR2ZvFR6trIYMh,,,,,
R_9zac9PC49bEI6lz,,,,,
R_7W2mscwt6Yrtjbj,,,,,
R_XtTdmM2ejovVFMB,,,,,
R_b2fDVdGEMcF4T29,,,,,
R_UnfVoTOqoB8HuOR,,,,,
R_1meo6uKiiAQ8Del,,,,,
R_3iqJoWYmCRRfN8d,,,,,
R_3sBv7vg5Xde4iRQ,,,,,
R_XXnt4JgZjeZ4rMl,,,,,
R_1FJv2i9LvRNJeKL,,,,,
R_1CxXGqoW7tJ557Z,,,,,
R_V3wgWjQ1xRbBaLv,,,,,
R_ZfU3dh7cwgXwRMJ,,,,,
R_3HuxyUj6GkbSCFR,,,,,
R_3fcqTp3NFbBttGx,$250K to $500K,Not Hispanic,16,White,Female
R_12kTiXEzfUL9Pr9,$150K to $200K,Not Hispanic,15,Non-white,Female
R_1ODCK4N4xAI8G9J,$50K to $75K,Not Hispanic,16,White,Female
R_2b1nUGg27xVF8t7,$250K to $500K,Hispanic,14,White,Female
R_2AGXQHwmUNK8p5B,$75K to $100K,Hispanic,14,White,Female
R_SZTV1FmfUf4H1fz,Less than $15K,Not Hispanic,14,White,Female
R_12g8Ph0kMUv0hkq,$250K to $500K,Hispanic,14,Non-white,Female
R_3JaSjZLY9qKzGXC,$250K to $500K,Not Hispanic,14,White,Female
R_3MMT1PLWkws1VjG,$150K to $200K,Not Hispanic,15,White,Male
R_2roS8L9sz9ST4Ay,$250K to $500K,Not Hispanic,14,Non-white,Female
R_1cZBtGkPjvvh9YG,Prefer not to answer,Not Hispanic,14,Non-white,Female
R_2qgGef0UNyBhDVO,$250K to $500K,Hispanic,14,White,Female
R_3kN4GDaPxvR4m45,$150K to $200K,,14,Non-white,Male
R_2ahN2IRhonkxLQf,$25K to $50K,Not Hispanic,16,White,Male
R_2CerkLGVRf8gdHU,$50K to $75K,Not Hispanic,13,Non-white,Female
R_26ny5JxZfsmOem6,$250K to $500K,Not Hispanic,13,White,Male
R_Xi97cphp0qYc5aN,$250K to $500K,Not Hispanic,12,Non-white,Female
R_3jYzB7TuWoMWzyd,$250K to $500K,Not Hispanic,12,White,Female
R_2EcWkZRVbGKr1eG,$200K to $250K,Not Hispanic,12,White,Female
R_NXvuGfGoSWrgirf,$200K to $250K,Not Hispanic,12,Non-white,Female
R_1rPLD0bcHdf2xbp,$25K to $50K,Not Hispanic,12,Non-white,Female
R_2UguqSh3e3J5hxw,$250K to $500K,Not Hispanic,13,White,Female
R_2dGTUze4nbHGg5h,$150K to $200K,Not Hispanic,13,White,Female
R_eyu7tQ2DyiD1ETT,$250K to $500K,Not Hispanic,13,White,Female
R_3rFW5yiE3hBgSZw,$150K to $200K,Not Hispanic,12,White,Female
R_3COsPJWnKIZEBs0,$250K to $500K,Not Hispanic,13,White,Female
R_1hGr8bXdTntZvWs,$15K to $25K,Not Hispanic,12,White,Female
R_1rcBcUl5Qeo5ohc,$15K to $25K,Not Hispanic,13,Non-white,Female
R_2YCXelHie6DZrzx,$250K to $500K,Not Hispanic,12,Non-white,Female
R_1K90jtw9MKPt44e,$250K to $500K,Not Hispanic,14,White,Female
R_yEHzubZqvK2VUWd,$250K to $500K,Not Hispanic,13,Non-white,Other
R_VVzibQ2ynEklDi1,-8,Not Hispanic,12,White,Male
R_3kmEEYuiLw3Io3K,$25K to $50K,Not Hispanic,12,White,Female
R_1LIDMWi4ye3w3Ma,$250K to $500K,Not Hispanic,15,White,Male
R_1OK7lchTl989mY3,$200K to $250K,Not Hispanic,15,White,Female
R_3MhcTYQsyKSLVo0,$100K to $150K,Not Hispanic,12,White,Female
R_9ZFS5ACQbspSM5X,$100K to $150K,Hispanic,12,White,Male
R_Tpd4ug4bhZnxmqB,$100K to $150K,Not Hispanic,13,White,Female
R_1hLU3VAq9eZdGDM,$50K to $75K,Not Hispanic,16,Non-white,Male
R_1H1qRfFnrsg5wm8,$100K to $150K,Hispanic,14,White,Male
R_vB4UPA7DRBOAsQF,Prefer not to answer,Not Hispanic,13,White,Male
R_2VQ1dzXZ5My4mjS,$250K to $500K,Not Hispanic,13,White,Female
R_QcbG8XqCEx7exsB,$250K to $500K,,13,White,Female
R_3HhsZkLbfAKiN83,$250K to $500K,Not Hispanic,12,White,Female
R_2PcdeUuUvUAHrhh,$75K to $100K,Hispanic,13,Non-white,Male
R_33ptwlp4Li1MZCI,$250K to $500K,Not Hispanic,13,White,Female
R_PLOoTWd92PcV8HL,$200K to $250K,,13,White,Male
R_2U5iAxJcW8qOodo,$100K to $150K,Not Hispanic,14,White,Male
R_qWz67sloKx0d3yh,$250K to $500K,Not Hispanic,12,White,Male
R_3JhidyYpzBhSyy7,$250K to $500K,Hispanic,12,Non-white,Male
R_sGVwAlv4AOiFIt3,$250K to $500K,Not Hispanic,13,Non-white,Female
R_3PBQGjQFMPyJuE5,$50K to $75K,Hispanic,16,White,Male
R_AmoyiPbQNfqGB0d,$250K to $500K,Not Hispanic,13,White,Female
R_26nJCkbhyj76Y0s,Prefer not to answer,Not Hispanic,15,White,Male
R_25tRaABayYRcd5m,,,,,
R_3KHNJTXVXIG96bT,$100K to $150K,Not Hispanic,14,White,Male
R_BLGI0s59qKuh7j3,$75K to $100K,Hispanic,16,White,Female
R_1P0qBLoBhpKiLz0,,,13,White,Male
R_tYUwk7vkyoC1idb,$250K to $500K,Not Hispanic,13,White,Male
R_1E9S448affrMyGo,$75K to $100K,Not Hispanic,13,White,Female
R_uq8oeVKbAPNvTlD,$75K to $100K,Hispanic,12,White,Female
R_3iVhcFVwpOy4Fku,$200K to $250K,Not Hispanic,13,White,Female
R_6XSLsDJYan0yE4F,$150K to $200K,Not Hispanic,14,White,Male
R_5tmfpnMRGWZlNjv,Prefer not to answer,Not Hispanic,13,White,Female
R_2vj0nIkZq8DEQP2,$250K to $500K,Not Hispanic,13,White,Male
R_1Fsws8nrx7hwFp4,$100K to $150K,Not Hispanic,15,White,Female
R_3ipYiTl7jtJ4Kr3,$250K to $500K,Not Hispanic,14,Non-white,Female
R_2v7i4pDJpkQpzR4,$250K to $500K,Not Hispanic,14,White,Male
R_1cSrMr8jegnydJ7,-8,Not Hispanic,13,Non-white,Female
R_2uvqnjZPfpRnIrz,$200K to $250K,Not Hispanic,15,White,Male
R_b94BUf8qNBMl2dH,$200K to $250K,Not Hispanic,15,Non-white,Male
R_3hfpghWAhUbm2DW,$250K to $500K,Not Hispanic,13,White,Female
R_31vmAT7Ykn2yH5A,$250K to $500K,Not Hispanic,12,White,Male
R_xnGOXAJaIpWtCxz,$150K to $200K,Not Hispanic,12,Non-white,Female
R_1mlLT8QvikG5Hay,$250K to $500K,Not Hispanic,15,White,Female
R_82hHulBsFSAtxgl,-8,Not Hispanic,13,Non-white,Male
R_3NX3z4mpaEjxUJM,$250K to $500K,Not Hispanic,13,White,Female
R_RaXd2KDPMLaNcCR,$250K to $500K,Not Hispanic,13,Non-white,Male
R_1lgDLPIcc9RPXuo,Less than $15K,Not Hispanic,13,Non-white,Female
R_2CHSjMRLQjB3vo2,$75K to $100K,Not Hispanic,13,White,Female
R_ZCbQGywwMA4Mn2V,$150K to $200K,Not Hispanic,14,White,Male
R_0cTo5Y2O6OeqcEx,$75K to $100K,Not Hispanic,12,White,Male
R_1hRyCTwoBkp15X0,$25K to $50K,Not Hispanic,13,Non-white,Female
R_3e4AbDobrbbLGfL,$100K to $150K,,12,White,Male
R_1kGnf72jNGG9VOJ,Prefer not to answer,Hispanic,13,White,Female
R_3im9srC7JJgFBDv,$250K to $500K,Hispanic,12,White,Male
R_21cUSwjHvlBvFDR,$200K to $250K,Not Hispanic,13,White,Male
R_3JFV1jADOdIyJeF,$250K to $500K,Not Hispanic,,White,Male
R_2ePRAHT3fTWD59I,Prefer not to answer,Not Hispanic,13,White,Male
R_9NSbgGY5QHDNhx7,$250K to $500K,Not Hispanic,12,White,Male
R_1QA9kIyhJ9HBNF6,$200K to $250K,Not Hispanic,14,Non-white,Male
R_3DbHBcSqqUuTTF7,$250K to $500K,Not Hispanic,12,White,Male
R_1QiHDi2tIQWizNE,Prefer not to answer,Not Hispanic,13,White,Male
R_2zeC5aY8crLZxKN,$250K to $500K,Not Hispanic,14,Non-white,Female
R_1jkM1qsAAlLnoax,$250K to $500K,Not Hispanic,13,White,Female
R_6VAuW4Zv6Rcx3xL,$150K to $200K,Not Hispanic,12,White,Male
R_2pKwwvtNsiYXDPg,$250K to $500K,Not Hispanic,13,White,Female
R_9Y7kNMs1kY9gFvr,$250K to $500K,Not Hispanic,13,White,Female
R_1IS3wqX5BJv1bfa,$250K to $500K,Not Hispanic,16,White,Female
R_1HhqShlREhFqIeY,$250K to $500K,Not Hispanic,14,White,Female
R_1z9BWEyTtHrqkER,$250K to $500K,Not Hispanic,13,White,Female
R_2OJYCG6BzqprWr4,$250K to $500K,Not Hispanic,14,White,Female
R_eVYZ1xac43XN7PD,$250K to $500K,Hispanic,13,Non-white,Male
R_a3RoDour1HQDdrH,$250K to $500K,Not Hispanic,12,White,Female
R_1fjVlf27zUvuoQ7,$75K to $100K,Not Hispanic,13,White,Male
R_3PRA0LTCmNY0lsb,$250K to $500K,Not Hispanic,15,White,Female
R_2UaZckkOYj53jRf,$250K to $500K,Not Hispanic,13,White,Female
R_3qD9MXoiuwM6Fp3,$50K to $75K,Hispanic,12,Non-white,Female
R_1GWw28aHaEkO5Kp,$100K to $150K,,13,White,Male
R_1FCv44PatHeOsUx,$250K to $500K,Not Hispanic,13,White,Female
R_2lyrRXZ9Pv78Ilf,$250K to $500K,Not Hispanic,13,White,Male
R_vkRhk5RYW2myg6d,$250K to $500K,Not Hispanic,15,White,Male
R_Xty41O8jcHk2e7n,Prefer not to answer,Not Hispanic,13,White,Male
R_z7OZrC5FApTxpSh,$75K to $100K,Hispanic,13,White,Male
R_1mjRrpp4XwRXOTi,$150K to $200K,Not Hispanic,15,Non-white,Female
R_3KVEzu5MLBvQkfe,Less than $15K,Hispanic,13,,Female
R_22PKcO7swCuOv9C,Prefer not to answer,,15,Non-white,Male
R_2w5LLeWaPp0Udht,$250K to $500K,Not Hispanic,15,White,Male
R_2sQEw09gNZti2Oy,$250K to $500K,Not Hispanic,15,White,Female
R_3J9IuGGuPMedLWS,$50K to $75K,Not Hispanic,14,Non-white,Female
R_2742BVzfGaBVAHm,-8,Hispanic,12,White,Male
R_2uCYRGGexPWJ9CS,$250K to $500K,Not Hispanic,14,White,Male
R_oYvo8NsMrvqIvQt,$250K to $500K,,14,White,Male
R_1OTZs3wRSSRcyCd,$150K to $200K,Not Hispanic,14,Non-white,Male
R_2Eys9wvZGPKn9uM,$200K to $250K,Not Hispanic,13,Non-white,Male
R_UAQqJf2pu712lMZ,$200K to $250K,Not Hispanic,17,Non-white,Male
R_3svPyiNNUgwTEfo,$100K to $150K,Not Hispanic,14,Non-white,Male
R_3rdgU4MlGIiri5b,$250K to $500K,Not Hispanic,12,White,Male
R_3PYv472hevEfx8L,$200K to $250K,Not Hispanic,12,Non-white,Female
R_b8yvZ9mZGAx0ydj,$250K to $500K,Not Hispanic,13,White,Male
