ID,Inc,Hisp,Ideo,Age,HD1,HD2,HD3,HD4,HR1,HR2,HR3,HR4,PID7,PID3_p,WHITE,HDans,HRans,Gender,GenR,GenD,dkR,dkD
R_3O61gHxyoP0KggB,$15K to $25K,Not Hispanic,Moderate/Haven't thought about it,28,not rich,community,,,rich,care about themselves,,,Ind,Independent (excludes leaners),White,2,2,Female,rich|care about themselves||,not rich|community||,0,0
R_dh5LGf7cmHwzjh3,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,28,liberal,,,,conservative,,,,Weak R,Republicans,White,1,1,Female,conservative|||,liberal|||,1,1
R_4YMJ3Y7QULq9JSR,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,46,liberal,minority,middle class,accepting,conservative,white,men,rich,Lean D,Democrat,White,4,4,Male,conservative|white|men|rich,liberal|minority|middle class|accepting,0,0
R_cOVoUMXPV2uqGSF,$25K to $50K,Not Hispanic,Moderate/Haven't thought about it,62,liberal,concerned,pro-people,go getters,conservative,stubborn,elephant,inflexible,Weak D,Democrat,White,4,4,Female,conservative|stubborn|elephant|inflexible,liberal|concerned|pro-people|go getters,0,0
R_50wYoNUwPqF26yx,$150K to $200K,Hispanic,Moderate/Haven't thought about it,45,young,poor,,,white,racial,,,Ind,Independent (excludes leaners),White,2,2,Female,white|racial||,young|poor||,0,0
R_8l8cjOQ6B5s2qrP,$75K to $100K,Not Hispanic,Slightly liberal,52,,,,,,,,,Weak D,Democrat,White,0,0,Male,|||,|||,1,1
R_56Il1GsiYj3X3a5,$75K to $100K,Hispanic,Slightly conservative,39,liberal,young,unrealistic,dreamer,conservative,responsible,strong,values,Weak R,Republicans,White,4,4,Female,conservative|responsible|strong|values,liberal|young|unrealistic|dreamer,0,0
R_d0bymnwSwfB8QHb,$25K to $50K,,Slightly conservative,66,liberal,progressive,young,educated,loyal,white,conservative,male,Strong D,Democrat,White,4,4,Male,loyal|white|conservative|male,liberal|progressive|young|educated,0,0
R_40en0LuyfshctcF,$25K to $50K,Not Hispanic,Liberal,45,open,opportunistic,pandering,giving,greedy,narcissistic,bigoted,uneducated,Lean D,Democrat,White,4,4,Female,greedy|narcissistic|bigoted|uneducated,open|opportunistic|pandering|giving,0,0
R_cARnMaKPdzhTC0B,$75K to $100K,Not Hispanic,Conservative,68,unrealistic,noncapitalistic,liberal,nonmainstream,realistic,procapitalist,conservative,promarket,Lean R,Republicans,White,4,4,Male,realistic|procapitalist|conservative|promarket,unrealistic|noncapitalistic|liberal|nonmainstream,0,0
R_73eEtQutyUHnZHv,$25K to $50K,Not Hispanic,Slightly liberal,35,diversity,progressive,educated,urban,conservative,white,older,religious,Weak D,Democrat,White,4,4,Male,conservative|white|older|religious,diversity|progressive|educated|urban,0,0
R_5hDBX1s5eTdBz8N,$25K to $50K,Hispanic,Conservative,52,,,,,unfair,selfish,,,Ind,Independent (excludes leaners),Non-white,0,2,Female,unfair|selfish||,|||,0,1
R_09eH3SyDVE97WqF,Less than $15K,Hispanic,Moderate/Haven't thought about it,94,,,,,,,,,Ind,Independent (excludes leaners),White,,,Female,|||,|||,1,1
R_1RCI9BO4AeWTxIx,Prefer not to answer,Not Hispanic,Conservative,50,liberal,brainwashed,foolish,ignorant,conservative,realistic,patriot,intelligent,Strong R,Republicans,White,4,4,Male,conservative|realistic|patriot|intelligent,liberal|brainwashed|foolish|ignorant,0,0
R_3UWsyrBGg3TrxUF,$50K to $75K,Not Hispanic,Slightly conservative,50,liberal,gullible,socialist,prejudice,conservative,narrow minded,wealthy,prejudice,Weak R,Republicans,White,4,4,Female,conservative|narrow minded|wealthy|prejudice,liberal|gullible|socialist|prejudice,0,0
R_832fxdV4QEySr6B,$25K to $50K,Not Hispanic,Moderate/Haven't thought about it,38,mainstream,,,,moral,,,,Lean R,Republicans,White,1,1,Female,moral|||,mainstream|||,1,1
R_b1PnjLAVMS2gRhz,$50K to $75K,Not Hispanic,Extremely conservative,45,dependent,socialists,taxful,dishonest,christians,independent,honest,conservative,Strong R,Republicans,White,4,4,Male,christians|independent|honest|conservative,dependent|socialists|taxful|dishonest,0,0
R_5syufQIpdgSFRQN,Prefer not to answer,Not Hispanic,Conservative,48,liberal,blue collar,union workers,pro-abortion,conservative,white collar,prolife,pro-heterosexual marriage,Weak R,Republicans,White,4,4,Female,conservative|white collar|prolife|pro-heterosexual marriage,liberal|blue collar|union workers|pro-abortion,0,0
R_dotAfue0bxBbMWh,$15K to $25K,Not Hispanic,Moderate/Haven't thought about it,52,against,trump,hillary,liar,trump,crazy,rich,racist,Weak D,Democrat,White,4,4,Female,trump|crazy|rich|racist,against|trump|hillary|liar,0,0
R_6XMcpbGtpzjWKJn,$100K to $150K,,Moderate/Haven't thought about it,32,minority,caring,dedicated,open,greedy,hating,strong personality,conservative,Strong D,Democrat,White,4,4,Male,greedy|hating|strong personality|conservative,minority|caring|dedicated|open,0,0
R_264k2Iv5I460OhL,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,37,idiots,unrealistic,freeloaders,cheats,bigot,hypocrites,fiscally minded,conservative,Lean R,Republicans,Non-white,4,4,Female,bigot|hypocrites|fiscally minded|conservative,idiots|unrealistic|freeloaders|cheats,0,0
R_5cf9ug7blHKzEDX,"$500K to $1,000K",Not Hispanic,Liberal,38,liberal,socially conscious,politically correct,kind,wealthy,conservative,closed minded,ignorant,Weak D,Democrat,White,4,4,Female,wealthy|conservative|closed minded|ignorant,liberal|socially conscious|politically correct|kind,0,0
R_djmFRcWL02htCa9,$50K to $75K,,Slightly conservative,43,middle class,caring,hardworking,patriotic,rich,arrogant,educated,snobby,Weak D,Democrat,White,4,4,Female,rich|arrogant|educated|snobby,middle class|caring|hardworking|patriotic,0,0
R_eQ0Km1ClWIfLT6J,$100K to $150K,Not Hispanic,Slightly liberal,23,liberal,hippie,open-minded,charity,conservative,traditional,country,rich,Weak D,Democrat,White,4,4,Female,conservative|traditional|country|rich,liberal|hippie|open-minded|charity,0,0
R_2gDxTzL4OEeECnH,$100K to $150K,Not Hispanic,Conservative,55,liberal,social,poor,non christian,conservative,fiscal,christian,affluent,Strong R,Republicans,White,4,4,Male,conservative|fiscal|christian|affluent,liberal|social|poor|non christian,0,0
R_b9E2ByvNgMDKHSR,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,48,liars,dirty,foolish,helpful,rich,smart,greedy,arrogant,Ind,Independent (excludes leaners),Non-white,4,4,Female,rich|smart|greedy|arrogant,liars|dirty|foolish|helpful,0,0
R_9pLW3mx0lm3fcoZ,$50K to $75K,Not Hispanic,Extremely conservative,48,entitled,liberal,lazy,lawless,conservative,christian,generous,self reliant,Strong R,Republicans,White,4,4,Male,conservative|christian|generous|self reliant,entitled|liberal|lazy|lawless,0,0
R_1LzU2b6dAOcujtj,$200K to $250K,Not Hispanic,Moderate/Haven't thought about it,37,loyal,trustworthy,vested,committed,rude,unlike,rough,hard,Strong D,Democrat,Non-white,4,4,Female,rude|unlike|rough|hard,loyal|trustworthy|vested|committed,0,0
R_a97TJ2N9NbfWRWl,Prefer not to answer,Not Hispanic,Slightly conservative,48,caring,compassionate,fair,decent,uncaring,hypocrite,elitist,selfish,Strong D,Democrat,Non-white,4,4,Female,uncaring|hypocrite|elitist|selfish,caring|compassionate|fair|decent,0,0
R_37tRKGkylVaY0rb,$100K to $150K,Hispanic,Extremely Liberal,25,drg,,,,sf,,,,Strong D,Democrat,White,1,1,Male,sf|||,drg|||,1,1
R_0BqeQm9DcxPu2MJ,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,53,cheat,liars,crooks,unreliable,cheats,liars,unreliable,blowhards,Ind,Independent (excludes leaners),White,4,4,Male,cheats|liars|unreliable|blowhards,cheat|liars|crooks|unreliable,0,0
R_bPeKlUIz3YJDio5,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,,women,young,minority,blue collar,conservative,older,male,southern,Ind,Independent (excludes leaners),White,4,4,Male,conservative|older|male|southern,women|young|minority|blue collar,0,0
R_6fJfg15ox9DGckJ,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,57,union,poor,minorities,unemployed,conservative,elitist,anti union,capitalist,Ind,Independent (excludes leaners),,4,4,Female,conservative|elitist|anti union|capitalist,union|poor|minorities|unemployed,0,0
R_6WHnSykRHK4XLs9,$150K to $200K,Not Hispanic,Extremely conservative,49,illegals,socialists,welfare,abortionists,christian,capitalist,pro-life,independent,Strong R,Republicans,White,4,4,Male,christian|capitalist|pro-life|independent,illegals|socialists|welfare|abortionists,0,0
R_e5vUlbX7spTeG5T,$75K to $100K,,Liberal,53,tolerant,conscious,informed,empathetic,narrow,intolerant,selfish,uninformed,Strong D,Democrat,White,4,4,Female,narrow|intolerant|selfish|uninformed,tolerant|conscious|informed|empathetic,0,0
R_3sIZHn5r5ilMlbD,$200K to $250K,Not Hispanic,Conservative,35,liberal,dependent,naive,self centered,old,conservative,constitutional,redneck,Weak R,Republicans,White,4,4,Male,old|conservative|constitutional|redneck,liberal|dependent|naive|self centered,0,0
R_0qWjIKfJNYpFZFb,$50K to $75K,Not Hispanic,Slightly liberal,43,liberal,caring,education,better,money,exploit,no taxes,war,Weak D,Democrat,White,4,4,Male,money|exploit|no taxes|war,liberal|caring|education|better,0,0
R_4VkFHY3T5dhI2DH,$150K to $200K,Not Hispanic,Slightly liberal,51,liberal,controlling,obstructionists,nit pick,conservative,fiscal,responsible,obstructionists,Ind,Independent (excludes leaners),White,4,4,Male,conservative|fiscal|responsible|obstructionists,liberal|controlling|obstructionists|nit pick,0,0
R_cOYpyA2IVOcm3ul,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,61,conservative,powerful,,,liberal,,,,Weak D,Democrat,White,2,1,Female,liberal|||,conservative|powerful||,1,0
R_dcndSeV3DHvR5Ot,$25K to $50K,,Liberal,27,liberal,educated,spend thrift,caring,conservative,uneducated,religious,traditional,Lean D,Democrat,White,4,4,Female,conservative|uneducated|religious|traditional,liberal|educated|spend thrift|caring,0,0
R_eb4thrlwqSPNGi9,"More than $1,000K",Hispanic,Moderate/Haven't thought about it,24,poor,,,,rich,,,,Strong R,Republicans,Non-white,1,1,Male,rich|||,poor|||,1,1
R_4NKUrzsLOLCtRBj,$75K to $100K,Not Hispanic,Liberal,42,strong,opinioned,,,weak,,,,Strong D,Democrat,White,2,1,Female,weak|||,strong|opinioned||,1,0
R_5A0O8TYkf5VZXA9,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,60,reasonable,middle class,,,greedy,unreasonable,,,Weak D,Democrat,White,2,2,Male,greedy|unreasonable||,reasonable|middle class||,0,0
R_7agzvPtdI6mYWCp,$200K to $250K,Not Hispanic,Slightly conservative,37,liberal,left,charity,gay,conservative,old,right,tea,Weak R,Republicans,White,4,4,Female,conservative|old|right|tea,liberal|left|charity|gay,0,0
R_8wy5bM1KaPsyYzX,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,34,none,,,,none,,,,Weak R,Republicans,White,1,1,Female,none|||,none|||,1,1
R_82g1L6iBvqWUPZ3,$50K to $75K,Not Hispanic,Slightly liberal,63,liberal,intelligent,peaceful,ambitious,rich,guns,conservative,militant,Weak D,Democrat,White,4,4,Male,rich|guns|conservative|militant,liberal|intelligent|peaceful|ambitious,0,0
R_etavy2TpSsxuNtb,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,60,liberal,clintonites,obama,truth,trump,biased,anti muslim,prejudice,Ind,Independent (excludes leaners),White,4,4,Female,trump|biased|anti muslim|prejudice,liberal|clintonites|obama|truth,0,0
R_egj956NyzkOoHhb,$25K to $50K,Not Hispanic,Slightly conservative,23,minorities,level headed,fair,welcoming,close-minded,racist,rich,stupid,Strong D,Democrat,Non-white,4,4,Female,close-minded|racist|rich|stupid,minorities|level headed|fair|welcoming,0,0
R_eOL65RMPL8i4zjf,$25K to $50K,Not Hispanic,Slightly liberal,62,liberal,money,stars,snobs,hardworking,proud,american,duty,Weak R,Republicans,White,4,4,Female,hardworking|proud|american|duty,liberal|money|stars|snobs,0,0
R_3xQiOuEXrsLrb1P,$100K to $150K,Not Hispanic,Liberal,46,outward,sharing,caring,thoughtful,white,conservative,frustrated,tired,Lean D,Democrat,White,4,4,Male,white|conservative|frustrated|tired,outward|sharing|caring|thoughtful,0,0
R_50jSco1eAyTFYDH,$100K to $150K,Not Hispanic,Liberal,34,liberal,zealous,risk taker,fun,conservative,opinionated,stuffy,judgmental,Lean D,Democrat,White,4,4,Female,conservative|opinionated|stuffy|judgmental,liberal|zealous|risk taker|fun,0,0
R_aeK5sKMa9dvWeqN,$75K to $100K,Not Hispanic,Liberal,36,strong,liberal,honest,unbreakable,dishonest,sneaky,liars,cheaters,Strong D,Democrat,Non-white,4,4,Female,dishonest|sneaky|liars|cheaters,strong|liberal|honest|unbreakable,0,0
R_9Y7mVJe2JuzDefz,$250K to $500K,,Conservative,80,dishonest,liberal,needy,,conservative,,,,Strong R,Republicans,White,3,1,Female,conservative|||,dishonest|liberal|needy|,1,0
R_00TVlJ18SZUNtBP,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,35,kind,caring,insightful,innovative,rude,racist,stubborn,prejudice,Strong D,Democrat,Non-white,4,4,Female,rude|racist|stubborn|prejudice,kind|caring|insightful|innovative,0,0
R_2uc34e1kunFU9Zr,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,59,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Ind,Independent (excludes leaners),Non-white,4,4,Female,n/a|n/a|n/a|n/a,n/a|n/a|n/a|n/a,1,1
R_8c3olfLVnDmOost,$50K to $75K,Not Hispanic,Slightly conservative,46,liars,radical,atheist,corrupt,honest,conservative,working people,middle class,Strong R,Republicans,White,4,4,Male,honest|conservative|working people|middle class,liars|radical|atheist|corrupt,0,0
R_cAvvcEoAO1Ms0oB,$25K to $50K,Not Hispanic,Slightly liberal,23,liberal,combative,idiots,politics,conservative,combative,politicians,idiotic,Ind,Independent (excludes leaners),White,4,4,Female,conservative|combative|politicians|idiotic,liberal|combative|idiots|politics,0,0
R_b41EnwLqhaNwa57,$25K to $50K,Not Hispanic,Liberal,32,poor,worker,labor,women,wealth,boss,finance,white,Weak D,Democrat,Non-white,4,4,Male,wealth|boss|finance|white,poor|worker|labor|women,0,0
R_3yfzJPSRyBXhpLD,$150K to $200K,Hispanic,Moderate/Haven't thought about it,42,liberal,civilian,poor,angry,conservative,patriotic,white,discriminatory,Ind,Independent (excludes leaners),White,4,4,Female,conservative|patriotic|white|discriminatory,liberal|civilian|poor|angry,0,0
R_3DBK8MjdVzrMbIh,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,53,don't know,don't know,,,rich,,,,Ind,Independent (excludes leaners),White,2,1,Female,rich|||,don't know|don't know||,1,1
R_8uXZ3fG6yEh7HqB,$100K to $150K,Not Hispanic,Slightly liberal,30,liberal,caring,inclusive,friendly,conservative,frugal,homogeneous,christian,Weak D,Democrat,White,4,4,Female,conservative|frugal|homogeneous|christian,liberal|caring|inclusive|friendly,0,0
R_9z6wRoloq0u7Rit,$100K to $150K,Not Hispanic,Liberal,57,wishy washy,not trustworthy,two faced,slimy,inconsistent,not trustworthy,sneaky,old fashioned,Ind,Independent (excludes leaners),White,4,4,Female,inconsistent|not trustworthy|sneaky|old fashioned,wishy washy|not trustworthy|two faced|slimy,0,0
R_8GLY3LDMo98fW2F,$100K to $150K,Not Hispanic,Slightly conservative,41,liberal,close-minded,uninformed,blind,conservative,fiscally responsible,traditional,private,Lean R,Republicans,White,4,4,Male,conservative|fiscally responsible|traditional|private,liberal|close-minded|uninformed|blind,0,0
R_ezDOd5PuKZnSkXX,$50K to $75K,Not Hispanic,Slightly conservative,35,liberal,socialism,anger,entitled,conservative,economical,individualism,nationalism,Lean R,Republicans,White,4,4,Female,conservative|economical|individualism|nationalism,liberal|socialism|anger|entitled,0,0
R_bHkCksCJu2Mc44d,$15K to $25K,Not Hispanic,Moderate/Haven't thought about it,43,liberal,socialist,african american,middle class,white,older,conservative,religious,Ind,Independent (excludes leaners),White,4,4,Male,white|older|conservative|religious,liberal|socialist|african american|middle class,0,0
R_7ZJHrJcoQar95SB,$100K to $150K,Not Hispanic,Conservative,58,liberal,spenders,,,conservative,principles,growth,,Weak R,Republicans,White,2,3,Male,conservative|principles|growth|,liberal|spenders||,0,0
R_2hq7sLo8mWkfchv,$200K to $250K,Not Hispanic,Moderate/Haven't thought about it,33,flexible,socially conscious,responsible,compassionate,conservative,evangelical,business oriented,rigid,Ind,Independent (excludes leaners),Non-white,4,4,Female,conservative|evangelical|business oriented|rigid,flexible|socially conscious|responsible|compassionate,0,0
R_e532cKhgbnYf7xP,$75K to $100K,,Conservative,67,liberal,spenders,prochoice,rich,conservative,individual,prolife,business,Strong R,Republicans,White,4,4,Female,conservative|individual|prolife|business,liberal|spenders|prochoice|rich,0,0
R_d6cT5HkNrfAFsvH,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,67,informed,forward,happy,eager,impulsive,misdirected,angry,uninformed,Weak D,Democrat,White,4,4,Female,impulsive|misdirected|angry|uninformed,informed|forward|happy|eager,0,0
R_6iiC206o84WLa6N,$50K to $75K,Not Hispanic,Slightly conservative,58,liberal,black,union,old,conservative,old,bullheaded,stuck,Lean R,Republicans,White,4,4,Male,conservative|old|bullheaded|stuck,liberal|black|union|old,0,0
R_77cyiVZewie7dwp,Prefer not to answer,Not Hispanic,Extremely conservative,51,loud,uninformed,needy,criminal,educated,informed,responsible,concerned,Strong R,Republicans,Non-white,4,4,Female,educated|informed|responsible|concerned,loud|uninformed|needy|criminal,0,0
R_9tUkkdDnjeferoV,$75K to $100K,Hispanic,Extremely Liberal,21,blue,hip,young,liberal,red,old,conservative,white,Strong D,Democrat,White,4,4,Female,red|old|conservative|white,blue|hip|young|liberal,0,0
R_dmxrNKN4YIXkyP3,Less than $15K,Not Hispanic,Moderate/Haven't thought about it,40,sleek,meek,geek,weak,inky dink,feek o freak,mope,mook,Ind,Independent (excludes leaners),Non-white,4,4,Male,inky dink|feek o freak|mope|mook,sleek|meek|geek|weak,0,0
R_a62f5O5omMqpFqJ,$75K to $100K,Not Hispanic,Slightly conservative,38,liberal,left wing,poor,emotional,conservative,patriotic,right wing,wealthy,Weak R,Republicans,White,4,4,Male,conservative|patriotic|right wing|wealthy,liberal|left wing|poor|emotional,0,0
R_3FaHMjHs0MbnQvH,Less than $15K,Not Hispanic,Moderate/Haven't thought about it,30,crazy,mad,crazy,mad,crazy,crazy,mad,don't live in this world,Ind,Independent (excludes leaners),Non-white,4,4,Female,crazy|crazy|mad|don't live in this world,crazy|mad|crazy|mad,0,0
