"","V160001_orig","V161342","V161310x","V161267","V161270","V161244","V162125x","V162174","V162256","V161126","V161155","V161158x","V162031x","V162062x","age_gpt3","church_goer_gpt3","discuss_politics_gpt3","education_gpt3","gender_gpt3","ideology_gpt3","patriotism_gpt3","pid7_gpt3","political_interest_gpt3","race_gpt3","votechoice_2016_gpt3","voted_2016_gpt3"
"240",300605,2,1,57,14,1,1,1,1,7,2,7,1,2,35,1,1,12,1,7,1,7,1,1,2,1
"241",300609,2,6,59,8,2,6,2,2,4,3,5,1,2,29,2,1,12,1,5,1,5,3,1,42,1
"242",300610,2,5,76,10,2,4,1,2,2,1,1,1,1,29,1,1,12,1,3,1,1,1,1,42,1
"243",300611,1,5,61,9,1,1,2,3,4,2,6,0,-2,22,2,1,12,1,5,1,5,3,1,42,1
"244",300612,1,5,20,10,1,1,1,2,3,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"245",300614,-9,1,62,9,2,1,1,3,5,3,5,1,2,24,1,1,12,1,5,1,5,1,1,42,1
"246",300617,2,1,40,12,1,1,1,3,5,2,6,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"247",300620,1,2,24,13,2,2,2,2,4,1,1,1,1,30,2,1,12,1,3,1,5,2,1,42,1
"248",300621,1,1,47,13,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,5,1,6,1,1,2,1
"249",300622,1,6,24,10,2,3,1,2,2,3,3,1,1,28,1,1,12,1,3,1,2,1,1,42,1
"250",300628,1,1,61,9,1,1,1,2,99,2,6,1,2,28,1,1,12,1,5,1,7,1,1,42,1
"251",300629,2,2,63,7,1,1,2,4,3,1,1,1,1,24,2,1,12,1,1,1,2,1,1,42,1
"252",300632,2,3,32,12,1,-6,-6,-6,1,3,4,-2,-2,24,1,1,12,1,3,1,1,1,1,42,1
"253",300633,1,5,51,14,2,2,1,2,4,1,1,1,1,30,1,1,12,1,3,1,5,2,1,42,1
"254",300634,2,6,50,12,2,-6,-6,-6,3,3,3,-2,-2,29,1,1,12,1,3,1,5,3,1,42,0
"255",300636,2,1,30,13,2,1,1,3,5,3,5,0,-2,22,2,1,12,1,5,3,6,3,1,42,0
"256",300637,1,2,60,11,2,4,2,3,99,3,4,0,-2,25,2,2,12,1,2,1,5,3,1,42,0
"257",300638,1,1,29,16,2,-6,-6,-6,5,3,5,-2,-2,30,1,1,12,1,5,1,6,3,1,42,0
"258",300641,2,5,63,10,1,2,1,1,3,1,1,1,1,29,1,1,12,1,3,1,2,2,1,42,1
"259",300642,1,6,88,95,2,-6,-6,-6,4,0,3,-2,-2,29,1,1,12,2,3,1,5,3,1,42,0
"260",300644,1,5,63,13,1,1,1,2,99,3,4,0,-2,25,2,1,12,1,5,1,5,3,1,42,1
"261",300655,2,1,25,13,2,4,1,1,2,1,1,1,1,30,1,1,12,1,2,1,1,1,1,1,1
"262",300656,2,2,72,13,1,4,1,2,99,1,2,1,2,29,1,1,12,1,5,1,5,1,1,42,1
"263",300657,2,1,60,14,1,2,1,1,2,0,3,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"264",300658,1,1,62,9,1,1,1,2,5,2,7,1,2,28,1,1,12,1,5,1,5,1,1,2,1
"265",300660,2,1,49,10,1,1,1,3,6,2,-8,1,-9,25,1,1,12,1,3,1,7,1,1,42,1
"266",300663,1,1,80,9,1,3,1,1,6,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"267",300674,-9,1,84,7,2,4,1,4,99,3,5,1,1,22,1,1,12,1,5,1,5,3,1,42,1
"268",300675,1,1,22,9,2,2,2,2,3,1,2,1,2,28,2,1,12,1,5,1,6,2,1,42,1
"269",300676,2,2,26,12,1,1,1,4,99,0,4,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"270",300677,2,1,64,5,1,4,1,2,99,3,5,0,-2,22,2,1,12,1,5,1,5,3,1,42,1
"271",300679,2,5,23,9,2,1,2,3,6,1,2,-2,-2,22,2,1,12,1,3,1,7,3,1,42,0
"272",300680,1,1,38,9,1,1,2,3,99,1,1,1,2,28,2,1,12,1,5,1,7,1,1,1,1
"273",300687,2,1,77,13,1,1,2,1,99,2,7,1,2,38,1,1,12,1,7,1,7,1,1,2,1
"274",300693,2,2,19,10,2,1,1,3,4,1,2,1,1,24,1,1,12,1,3,1,2,1,1,42,1
"275",300694,-9,1,90,9,1,2,1,2,2,1,1,1,1,24,1,1,12,1,3,1,1,2,1,1,1
"276",300695,2,1,31,10,2,1,1,2,4,1,1,0,-2,22,2,1,12,1,2,1,5,3,1,42,1
"277",300696,2,1,59,12,1,1,1,2,7,2,7,1,2,29,1,1,12,1,5,1,7,1,1,2,1
"278",300699,1,6,45,7,2,1,1,2,6,2,6,-2,-2,22,1,1,12,1,5,1,7,3,1,42,1
"279",300702,2,1,66,13,1,1,1,2,4,3,4,1,1,30,1,1,12,1,3,1,5,1,1,42,1
"280",300703,1,1,23,10,1,1,1,2,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"281",300704,2,5,26,14,2,4,1,2,4,1,2,1,1,30,1,1,12,1,3,1,5,2,1,42,1
"282",300705,1,1,59,9,2,1,1,2,6,2,7,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"283",300706,2,1,63,13,1,2,1,2,2,3,3,1,2,30,1,1,12,1,5,1,5,2,1,1,1
"284",300709,1,1,77,6,1,1,2,4,99,1,2,1,2,28,2,1,12,1,5,1,7,1,1,42,1
"285",300711,1,2,28,9,2,2,2,2,6,1,2,-2,-2,22,2,1,12,1,3,1,7,3,1,42,0
"286",300717,1,1,27,13,1,1,1,3,6,2,7,0,-2,30,2,1,12,1,7,1,7,1,1,42,1
"287",300719,2,1,-9,14,1,-6,-6,-6,4,1,1,-2,-2,30,1,1,12,1,2,1,5,1,1,42,1
"288",300721,2,5,20,9,1,1,1,3,99,2,6,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"289",300723,2,1,40,10,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,5,1,7,1,1,2,1
"290",300724,1,1,50,12,2,3,1,2,99,3,3,-2,-2,30,1,1,12,1,2,1,5,1,1,42,1
"291",300726,2,1,71,9,1,1,2,3,4,3,3,1,2,29,2,1,12,1,3,1,5,1,1,42,1
"292",300727,2,1,90,4,2,2,1,2,99,1,1,-2,-2,22,1,1,12,1,2,1,5,1,1,42,1
"293",300731,2,2,34,9,1,2,1,2,99,1,2,1,1,24,1,1,12,1,3,1,2,2,1,42,1
"294",300732,2,2,49,9,1,4,1,2,99,1,1,0,-2,22,2,1,12,1,2,1,5,3,1,42,1
"295",300734,1,1,27,10,1,2,1,2,3,3,3,0,-2,22,2,1,12,1,3,1,2,3,1,42,1
"296",300735,1,1,48,11,1,1,1,3,4,2,7,0,-2,22,2,1,12,1,7,1,5,1,1,42,1
"297",300736,1,5,49,9,2,2,1,2,5,2,6,0,-2,22,2,1,12,1,5,1,5,3,1,42,0
"298",300739,1,1,24,9,1,2,1,3,3,1,2,1,1,28,1,1,12,1,3,1,2,1,1,42,1
"299",300740,1,5,56,3,1,3,2,3,99,3,3,1,1,28,2,1,12,1,3,1,2,3,1,42,1
"300",300743,1,1,78,9,1,1,1,4,3,1,1,1,1,28,1,1,12,1,1,1,5,1,1,1,1
"301",300745,1,1,24,10,1,2,1,1,5,3,4,1,2,28,1,1,12,1,5,1,7,1,1,42,1
"302",300747,2,5,63,11,1,1,1,2,6,2,7,1,2,29,1,1,12,1,5,1,7,1,1,2,1
"303",300749,1,5,71,13,1,1,1,1,1,3,3,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"304",300750,1,1,44,10,1,1,1,2,4,5,5,1,3,28,1,1,12,1,5,1,2,1,1,2,1
"305",300751,2,5,21,9,2,2,2,4,99,3,4,-2,-2,24,2,2,12,1,5,1,2,3,1,42,0
"306",300753,2,1,30,13,1,-6,-6,-6,6,2,6,-2,-2,30,1,1,12,1,5,1,6,3,1,2,1
"307",300757,1,1,21,9,2,3,1,3,4,3,5,-2,-2,24,1,1,12,1,5,1,2,2,1,42,0
"308",300759,2,1,29,13,1,2,1,3,6,2,6,-2,-2,30,1,1,12,1,5,1,6,2,1,42,1
"309",300766,1,6,76,6,-8,1,1,2,4,3,3,1,1,24,1,1,12,1,3,1,5,1,1,1,1
"310",300768,2,1,42,13,1,1,1,2,4,2,6,1,2,30,1,1,12,1,5,1,5,1,1,42,1
"311",300769,2,2,24,8,2,4,2,2,4,1,2,1,1,24,2,1,12,1,3,1,5,3,1,42,1
"312",300770,1,1,74,10,2,1,2,2,5,3,4,-2,-2,22,2,1,9,2,2,2,6,3,1,42,0
"313",300774,1,1,51,8,2,-6,-6,-6,99,2,7,-2,-2,30,1,1,12,1,7,1,5,1,1,2,1
"314",300775,2,1,76,9,1,1,1,1,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"315",300779,1,2,25,9,2,-6,-6,-6,6,1,1,-2,-2,25,1,1,12,1,2,1,7,1,1,42,0
"316",300780,-9,5,60,13,1,1,1,1,6,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"317",300784,2,1,30,14,1,2,2,3,4,2,6,1,1,30,2,1,12,1,5,1,2,3,1,42,1
"318",300785,2,5,61,12,1,1,1,1,7,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"319",300789,2,1,48,13,1,1,1,2,5,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"320",300790,1,5,39,9,1,-6,-6,-6,3,3,3,-2,-2,22,1,1,12,1,3,1,5,1,1,42,1
"321",300792,2,1,50,13,1,1,1,1,4,3,3,1,1,30,1,1,12,1,3,1,5,1,1,1,1
"322",300795,2,1,36,9,1,2,1,3,4,1,2,1,1,24,1,1,12,1,3,1,2,2,1,42,1
"323",300796,1,1,58,14,2,1,1,1,2,3,3,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"324",300798,1,3,30,14,2,2,1,2,3,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"325",300799,2,1,52,13,1,1,1,3,3,0,3,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"326",300807,1,1,54,14,2,1,1,2,6,2,7,1,3,30,1,1,12,1,7,1,7,1,1,2,1
"327",300808,1,5,70,13,1,1,1,1,7,2,7,1,2,35,1,1,12,1,7,1,7,1,1,2,1
"328",300812,2,1,81,12,1,1,1,2,6,3,5,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"329",300813,1,1,41,11,1,1,1,2,6,3,5,1,2,30,1,1,13,1,5,1,7,1,1,2,1
"330",300816,1,2,23,13,1,4,1,2,3,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"331",300819,2,1,45,13,2,-6,-6,-6,3,5,3,-2,-2,30,1,1,12,1,2,1,5,3,1,42,0
"332",300820,1,1,46,10,2,1,1,3,6,2,7,1,2,28,1,1,12,1,7,1,7,1,1,2,1
"333",300821,2,5,72,11,1,1,1,2,99,1,1,1,1,29,1,1,12,1,2,1,1,1,1,42,1
"334",300827,2,2,59,9,1,4,1,2,99,1,1,1,1,24,1,1,12,1,3,1,5,1,1,1,1
"335",300831,2,5,57,7,2,1,2,2,3,1,1,-2,-2,22,2,1,12,1,1,1,2,1,1,42,0
"336",300833,1,1,35,12,2,4,1,1,2,1,2,1,5,22,1,1,12,1,3,1,2,1,1,42,0
"337",300839,2,1,40,13,2,4,1,3,4,5,3,1,3,30,1,1,12,1,3,1,5,1,1,42,0
"338",300847,2,1,55,13,1,1,1,3,3,3,3,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"339",300850,2,3,79,14,1,1,2,4,6,2,6,-2,-2,30,2,1,12,2,5,1,7,3,1,42,0
"340",300853,1,3,28,12,1,5,1,2,3,3,4,1,4,22,1,1,12,2,5,1,2,1,1,42,1
"341",300855,1,5,-9,11,1,1,1,1,4,3,3,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"342",300857,2,2,56,10,2,-6,-6,-6,5,3,4,-2,-2,24,1,1,12,1,3,1,2,3,1,42,0
"343",300859,1,1,35,12,2,3,2,4,99,0,4,-2,-2,22,2,2,12,1,5,1,2,3,1,42,0
"344",300860,2,1,58,14,1,2,1,3,2,1,1,1,1,30,1,1,12,1,3,1,2,2,1,1,1
"345",300864,2,1,60,11,1,1,1,1,7,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"346",300869,2,1,57,13,2,1,1,1,6,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"347",300872,2,1,58,9,1,-6,-6,-6,99,1,2,-2,-2,22,1,1,12,1,3,1,5,1,1,42,1
"348",300873,1,1,87,10,2,1,1,1,7,2,7,1,2,28,1,1,12,1,7,1,7,1,1,2,1
"349",300874,2,2,47,9,1,2,2,2,1,3,3,1,-2,22,2,1,12,1,3,1,1,1,1,1,1
"350",300875,2,1,59,13,1,1,1,2,4,3,3,1,1,30,1,1,12,1,3,1,5,1,1,1,1
"351",300881,1,1,84,12,2,1,2,2,99,1,2,0,-2,22,2,1,9,2,3,1,5,3,1,42,0
"352",300882,1,1,50,13,1,1,1,2,4,3,5,1,2,30,1,1,13,1,5,1,5,1,1,2,1
"353",300883,1,1,48,15,2,-6,-6,-6,2,1,1,-2,-2,-1,1,1,12,1,2,1,2,1,1,42,0
"354",300885,2,6,47,13,1,1,1,2,3,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"355",300887,2,1,57,13,1,1,1,1,7,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"356",300890,1,1,24,10,1,1,1,2,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"357",300893,1,1,45,14,1,-6,-6,-6,4,2,7,-2,-2,-1,1,1,12,1,7,1,5,1,1,2,1
"358",300895,2,1,62,14,2,1,1,1,5,2,6,0,-2,30,2,1,12,1,5,1,6,3,1,42,1
"359",300898,1,1,60,16,1,2,1,2,3,1,1,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"360",300900,2,1,66,8,1,1,1,2,6,2,7,1,2,29,1,1,12,1,5,1,7,1,1,2,1
"361",300901,1,1,30,10,2,3,1,2,3,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"362",300906,2,2,49,9,1,-6,-6,-6,99,1,2,-2,-2,22,1,1,12,1,3,1,5,1,1,42,1
"363",300910,1,1,90,15,1,1,2,1,6,3,5,1,2,35,2,1,12,1,7,1,7,1,1,42,1
"364",300911,2,1,23,13,1,2,1,1,1,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"365",300912,2,1,70,13,1,-6,-6,-6,6,0,5,-2,-2,30,1,1,12,1,5,1,7,1,1,2,1
"366",300916,2,1,28,9,2,3,1,4,99,0,4,-2,-2,22,2,2,12,1,5,1,5,2,1,42,0
"367",300917,2,1,39,13,1,2,1,2,4,3,3,1,4,30,1,1,12,1,3,1,5,2,1,1,1
"368",300920,1,2,46,11,1,1,1,2,4,0,4,1,1,28,1,1,12,1,3,1,2,1,1,42,1
"369",300921,1,1,61,14,1,1,1,2,5,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"370",300924,2,2,40,12,1,1,1,2,3,1,1,1,1,24,1,1,12,1,3,1,2,1,1,1,1
"371",300925,1,1,40,15,2,2,1,1,7,2,6,1,2,30,1,1,13,1,5,1,7,1,1,42,1
"372",300926,2,3,31,14,1,2,1,2,3,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"373",300927,2,1,66,9,1,1,2,4,99,1,1,-2,-2,22,2,1,12,1,1,1,2,1,1,42,1
"374",300928,1,1,48,10,1,2,1,2,5,2,6,1,2,30,1,1,12,1,5,1,5,1,1,42,1
"375",300930,1,2,59,8,1,1,1,2,5,1,2,1,1,24,1,1,12,1,3,1,2,1,1,42,1
"376",300931,1,5,58,3,1,4,1,3,4,1,1,0,-2,22,2,1,12,2,2,1,5,3,1,42,1
"377",300935,2,1,37,14,2,5,1,1,1,5,3,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"378",300937,1,1,34,13,2,1,1,2,5,2,6,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"379",300940,1,1,36,15,1,2,1,1,2,3,3,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"380",300947,1,1,41,13,1,1,1,1,6,3,5,1,2,35,1,1,13,1,5,1,7,1,1,2,1
"381",300953,2,2,58,13,1,2,1,1,99,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"382",300956,1,1,21,9,1,1,1,2,6,2,6,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"383",300963,-9,1,35,13,1,2,1,3,99,1,1,1,1,30,1,1,12,1,3,1,2,2,1,1,1
"384",300968,1,1,75,12,1,1,1,1,3,1,1,1,1,30,1,1,12,1,2,1,2,1,1,1,1
"385",300970,1,1,88,9,1,1,1,2,6,2,7,1,2,28,1,1,12,1,7,1,7,1,1,2,1
"386",300973,2,2,50,13,1,1,1,2,4,1,1,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"387",300976,2,1,38,14,1,2,1,1,4,3,3,1,3,30,1,1,12,1,3,1,2,1,1,42,1
"388",300977,1,1,63,13,2,1,1,1,5,3,5,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"389",300979,2,1,47,12,1,1,1,1,5,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"390",300982,1,1,32,14,1,2,1,3,5,3,5,0,-2,30,2,1,12,1,5,1,6,3,1,42,1
"391",300983,1,3,-9,14,1,1,1,2,6,3,5,1,2,30,1,1,13,1,5,1,7,1,1,42,1
"392",300991,2,1,59,9,2,1,1,2,4,2,7,1,2,29,1,1,12,1,7,1,5,1,1,2,1
"393",300994,-9,1,79,9,1,1,2,2,4,2,6,1,2,22,2,1,12,1,5,1,5,3,1,42,1
"394",301000,2,3,37,11,1,2,1,2,3,3,3,-2,-2,22,1,1,12,2,3,1,2,2,1,42,1
"395",301006,2,2,76,13,1,4,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"396",301007,2,1,48,13,1,1,1,2,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"397",301008,2,6,66,11,1,1,1,1,99,1,1,1,1,29,1,1,12,1,1,1,1,1,1,1,1
"398",301010,1,1,54,11,1,1,1,2,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"399",301011,2,1,60,13,2,2,2,3,99,3,5,1,2,29,2,1,12,1,5,1,5,3,1,42,1
"400",301014,1,1,26,11,1,1,2,2,99,2,6,1,2,28,2,1,12,1,5,1,7,1,1,42,1
"401",301018,2,1,66,13,2,1,1,2,4,3,5,1,2,29,1,1,12,1,5,1,5,1,1,42,1
"402",301019,2,5,42,11,2,1,1,2,99,1,1,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"403",301020,2,5,33,13,2,3,1,3,2,1,2,1,1,30,1,1,12,1,3,1,2,2,1,42,1
"404",301023,1,1,21,7,2,1,1,2,4,2,6,1,2,28,1,1,12,1,5,1,5,1,1,42,1
"405",301024,1,1,47,10,1,1,1,2,5,3,5,1,2,28,1,1,13,1,5,1,7,1,1,42,1
"406",301026,2,1,52,12,2,4,1,2,2,1,2,1,1,29,1,1,12,1,3,1,2,2,1,42,1
"407",301028,1,5,52,9,2,1,2,1,5,1,2,1,1,24,2,1,12,1,3,1,1,3,1,42,1
"408",301030,1,5,35,13,1,3,1,2,3,3,3,0,-2,25,2,1,12,1,5,1,2,3,1,42,1
"409",301033,1,1,55,10,2,1,1,2,4,3,5,1,2,29,1,1,12,1,5,1,5,1,1,42,1
"410",301034,2,1,61,13,2,1,1,2,3,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"411",301043,1,5,54,8,1,4,1,2,6,3,3,1,1,24,1,1,12,1,3,1,1,1,1,42,1
"412",301045,2,1,36,11,1,1,1,3,99,3,4,1,1,29,1,1,12,1,2,1,2,1,1,42,1
"413",301047,2,1,57,9,1,1,1,2,99,2,7,1,2,29,1,1,12,1,5,1,7,1,1,2,1
"414",301049,1,1,82,13,2,1,2,3,99,2,7,1,2,38,2,1,12,1,7,1,7,1,1,2,1
"415",301052,1,1,72,8,2,2,1,2,99,1,1,1,1,28,1,1,12,1,3,1,5,2,1,1,1
"416",301056,2,5,56,14,2,-6,-6,-6,4,1,2,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"417",301059,1,6,80,10,1,1,1,1,4,3,3,1,1,30,1,1,12,1,2,1,5,1,1,1,1
"418",301060,1,5,52,10,1,2,1,2,6,1,1,1,1,30,1,1,12,1,3,1,7,2,1,42,1
"419",301061,2,5,21,9,1,1,1,2,4,3,5,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"420",301064,1,1,28,10,-8,4,2,4,4,1,2,-2,-2,22,2,1,12,1,3,1,5,3,1,42,0
"421",301065,2,5,20,10,2,5,2,3,99,3,4,0,-2,29,2,2,12,1,5,1,2,3,1,42,0
"422",301068,1,1,55,8,1,2,1,2,2,2,6,-2,-2,22,1,1,12,1,5,1,1,2,1,42,1
"423",301070,2,1,47,14,1,1,1,2,5,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"424",301071,2,1,85,13,2,-6,-6,-6,7,2,7,-2,-2,30,1,1,12,1,7,1,7,1,1,2,0
"425",301073,2,1,73,11,1,1,1,2,99,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"426",301075,2,1,27,10,1,-6,-6,-6,99,3,3,-2,-2,30,1,1,12,1,3,1,5,1,1,1,1
"427",301081,2,1,41,9,1,1,1,3,99,1,2,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"428",301086,1,1,27,13,1,2,1,3,6,2,6,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"429",301087,1,1,75,95,1,2,2,3,99,3,3,0,-2,22,2,1,12,1,3,1,5,3,1,42,1
"430",301089,2,1,45,10,1,1,2,2,2,3,3,1,1,29,2,1,12,1,3,1,2,1,1,1,1
"431",301093,1,1,66,14,1,-6,-6,-6,5,2,7,-2,-2,-1,1,1,12,1,7,1,6,1,1,2,1
"432",301094,1,1,51,11,1,1,1,1,6,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"433",301096,1,1,58,10,1,-6,-6,-6,4,1,2,-2,-2,30,1,1,12,1,3,1,5,3,1,42,1
"434",301100,1,1,34,10,2,1,1,1,6,3,5,0,-2,22,2,1,12,1,5,1,7,3,1,42,1
"435",301101,1,6,80,13,1,1,1,1,7,2,7,1,2,46,1,1,12,1,7,1,7,1,1,2,1
"436",301103,1,6,26,9,1,-6,-6,-6,7,3,5,-2,-2,44,1,1,12,1,5,1,7,1,1,2,1
"437",301105,2,1,48,9,1,1,1,3,99,3,5,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"438",301108,2,1,35,13,1,1,1,3,6,5,5,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"439",301110,2,1,76,11,2,1,1,3,99,3,5,1,2,29,1,1,12,1,5,1,5,1,1,42,1
"440",301111,2,3,33,13,2,2,1,3,5,3,5,-2,-2,22,1,1,12,1,5,3,6,3,1,42,0
"441",301116,2,1,48,14,1,1,1,4,6,2,7,1,2,36,1,1,12,1,7,1,7,1,1,2,1
"442",301117,1,1,29,13,1,2,1,3,99,3,4,1,4,30,1,1,12,1,5,1,5,2,1,42,1
"443",301119,2,5,67,13,1,1,1,2,3,1,1,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"444",301121,1,1,39,12,1,1,1,2,4,3,5,1,2,29,1,1,13,1,5,1,5,1,1,2,1
"445",301122,1,1,27,13,1,1,1,2,5,2,7,1,2,35,1,1,12,1,5,1,7,1,1,2,1
"446",301125,1,1,71,10,1,2,1,3,6,3,5,1,2,29,1,1,12,1,5,1,7,2,1,42,1
"447",301129,2,1,42,13,1,1,1,4,99,1,2,1,1,30,1,1,12,1,3,1,7,1,1,42,1
"448",301130,2,1,36,14,1,4,1,2,2,1,2,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"449",301131,2,5,53,5,1,1,1,4,4,3,5,1,1,24,1,1,12,1,5,1,2,1,1,42,1
"450",301134,2,5,21,9,1,4,1,3,99,3,3,-2,-2,22,1,1,12,1,3,1,5,1,1,42,1
"451",301135,1,1,35,13,2,1,1,1,2,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"452",301139,2,1,66,13,1,1,2,3,4,1,2,1,1,30,2,1,12,1,3,1,5,1,1,42,1
"453",301141,2,1,49,13,1,1,1,2,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"454",301143,2,5,68,9,2,1,1,3,99,1,2,1,1,24,1,1,12,1,3,1,1,1,1,42,1
"455",301144,1,5,63,10,2,1,1,1,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"456",301145,2,1,88,14,1,1,1,2,7,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"457",301146,1,1,23,9,1,1,1,3,3,2,6,0,-2,22,2,1,12,1,5,1,2,3,1,42,1
"458",301147,2,3,71,14,2,-6,-6,-6,4,1,1,-2,-2,30,1,1,12,2,1,1,5,3,1,42,0
"459",301148,1,1,-9,6,1,4,1,4,-9,0,4,-2,-2,22,1,1,12,1,5,1,5,2,1,42,1
"460",301149,1,5,20,8,2,-6,-6,-6,99,-8,3,-2,-2,24,1,1,12,1,3,1,5,3,1,42,0
"461",301150,1,2,55,9,1,-6,-6,-6,99,3,3,-2,-2,30,1,1,12,1,3,1,5,1,1,42,1
"462",301155,1,5,65,8,1,1,2,4,7,2,6,-2,-2,22,2,1,12,1,5,1,7,3,1,42,1
"463",301156,2,1,27,11,1,1,2,3,5,3,5,-2,-2,22,2,1,12,1,5,1,6,3,1,42,1
"464",301158,2,6,69,13,1,1,1,2,4,2,7,1,2,38,1,1,12,1,7,1,5,1,1,2,1
"465",301160,2,2,26,10,2,7,1,2,99,3,3,1,1,29,1,1,12,1,3,1,1,1,1,42,1
"466",301162,1,1,65,11,2,-6,-6,-6,99,3,3,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"467",301164,2,1,66,9,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,7,1,7,1,1,2,1
"468",301166,2,1,42,10,2,1,1,2,3,2,6,1,3,22,1,1,12,1,5,1,2,1,1,42,0
"469",301167,1,1,74,13,2,1,1,1,6,3,5,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"470",301169,2,3,26,9,1,2,1,3,5,0,4,-2,-2,22,1,1,12,2,3,1,2,2,1,42,1
"471",301170,2,1,40,13,2,-6,-6,-6,3,3,3,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"472",301171,2,1,81,13,1,1,1,1,6,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"473",301173,2,1,49,9,1,1,1,1,99,3,5,1,2,29,1,1,12,1,5,1,7,1,1,2,1
"474",301176,1,1,59,12,1,1,1,2,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"475",301184,2,1,42,14,1,1,1,1,3,1,2,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"476",301185,1,5,34,9,2,4,2,4,99,3,4,-2,-2,22,2,2,12,1,5,1,2,3,1,42,0
"477",301187,2,1,46,13,2,4,1,2,4,3,3,1,1,30,1,1,12,1,3,1,5,2,1,42,1
"478",301189,1,1,36,13,1,1,1,1,5,3,5,1,3,30,1,1,12,1,5,1,6,1,1,2,1
"479",301190,1,1,63,13,2,1,1,2,5,3,5,1,2,30,1,1,12,1,5,1,5,1,1,42,1
"480",301193,2,1,45,9,2,2,2,2,99,3,3,0,-2,22,2,1,12,1,3,1,5,3,1,42,0
"481",301194,2,5,-9,9,1,1,1,2,4,1,2,0,-2,22,2,1,12,1,3,1,5,3,1,42,1
